relation_type,mean_utility,sd_utility,edge_count,decile_0,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9,filename
307,-0.000728026185744832,0.003141480459722804,1887862,-0.004098516026474373,-0.003355519642105564,-0.0028826111606935568,-0.0024253694071933755,-0.0019218705968336277,-0.0013196437103121417,-0.0005472482667221715,0.0005165173232055506,0.0022038902912240007,0.006549968010551192,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
308,-0.0005823207494880497,0.003082664282709989,5384124,-0.003997406103910316,-0.00322588003425402,-0.0027303304086674337,-0.002247713241844236,-0.0017199099990886206,-0.0011032109472093083,-0.0003282602782919589,0.0007232633598588504,0.002349553946917744,0.0064566134000850275,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
309,-0.0005994821523290439,0.0030673904303498973,89986064,-0.004054173776801418,-0.00322357789607067,-0.002716917565638888,-0.002234322480834978,-0.0017123087006476177,-0.0011024124397392432,-0.0003393071250187945,0.0006928098497345969,0.0022957830669444656,0.00639960111382125,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
310,-0.0005462112906355623,0.0030808339064224543,81176392,-0.003966412276648182,-0.003176895961210868,-0.0026808447640562995,-0.0022026907281342983,-0.001681536873612282,-0.0010695971668180787,-0.0003013938478719714,0.0007425887614242676,0.0023717478038515535,0.006502918709938109,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
311,-0.0005462112906355623,0.0030808339064224543,81176392,-0.003966412276648182,-0.003176895961210868,-0.0026808447640562995,-0.0022026907281342983,-0.001681536873612282,-0.0010695971668180787,-0.0003013938478719714,0.0007425887614242676,0.0023717478038515535,0.006502918709938109,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
312,-0.0004062480501969246,0.0034761242153940127,6518868,-0.004084590467278982,-0.00329237551676829,-0.002787608354894177,-0.0022946743256598567,-0.0017504085447266888,-0.0010999817735207755,-0.00026417704649970696,0.0009144819848975065,0.0028643347012623738,0.007732478903459104,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
313,0.00030793520374771495,0.003974671607349716,1850866,-0.003975837335129745,-0.003128230332176845,-0.0025551035473523227,-0.0019772233952264555,-0.0013188076396771255,-0.000513355912376516,0.0005546916676623258,0.0020806309702385605,0.004494976940667054,0.009417404779572711,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
314,-0.00046681182890422377,0.003123007999892485,13709762,-0.0038792784952061733,-0.0031163505444517375,-0.0026268234789894786,-0.0021532753753335074,-0.0016364723871916387,-0.001025742908846284,-0.00025136865026196035,0.0008118436541039212,0.002490868805469062,0.006718452235595791,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
315,-0.00046681182890422377,0.003123007999892485,13709762,-0.0038792784952061733,-0.0031163505444517375,-0.0026268234789894786,-0.0021532753753335074,-0.0016364723871916387,-0.001025742908846284,-0.00025136865026196035,0.0008118436541039212,0.002490868805469062,0.006718452235595791,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
316,-0.0004922115438394841,0.003067081981487559,30476688,-0.003881705837044941,-0.0031082766726699337,-0.002615041324421955,-0.0021388832576651486,-0.001621263993429726,-0.001015222085344168,-0.00025561618157480414,0.0007771247197183998,0.0023994161671774717,0.006537339931814345,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
317,-0.0005626611027602527,0.0031146678720631346,3197700,-0.00392377374483759,-0.0031874563700537402,-0.0027114933050376108,-0.002250123797612699,-0.001744153374761828,-0.0011440085053231305,-0.00037572006147835595,0.0006867693165779624,0.0023821645990337497,0.006641111804987248,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
318,-0.0005626611027602527,0.0031146678720631346,3197700,-0.00392377374483759,-0.0031874563700537402,-0.0027114933050376108,-0.002250123797612699,-0.001744153374761828,-0.0011440085053231305,-0.00037572006147835595,0.0006867693165779624,0.0023821645990337497,0.006641111804987248,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
319,-0.0003977112393470776,0.0031207690246247218,1794242,-0.003808052114707225,-0.0030571121088525813,-0.002568519355656429,-0.0020931512299560027,-0.0015718525017645497,-0.0009572203782035948,-0.00017752382824230955,0.0008885721367389633,0.0025746542860182763,0.0067928824550581674,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
320,-0.0006493829857912845,0.002822319529459582,85032354,-0.003853418969704531,-0.0030741248071411522,-0.0025944692335212256,-0.0021401208404402583,-0.0016537055817486468,-0.00109143190358912,-0.0003943463968730215,0.0005446476335951065,0.002002352498310202,0.0057607847274253835,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
321,-0.0006431466295128834,0.0028550209125592376,33060900,-0.003836782644433143,-0.003082881010630955,-0.0026102283335137596,-0.0021597476261600423,-0.0016744621099043303,-0.0011100879687965968,-0.0004077979995157772,0.0005461828660172468,0.0020361589208839435,0.005868172377823416,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
322,-0.0005623037110949904,0.003015551218337451,57424792,-0.003929894235887359,-0.003136498486420248,-0.002643523673353141,-0.00217213838560177,-0.0016617872170819861,-0.0010657840999034962,-0.00031893078172061704,0.0006959952624565897,0.002279779544724654,0.006329737772507231,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
401,0.000022430060491381507,0.00414034194429393,39775672,-0.004696660746955988,-0.0034377410501749387,-0.002864532078690729,-0.0023048571774875173,-0.0016806249561897664,-0.0008708422976670987,0.0002493774167049303,0.001944500305838916,0.00446660949000142,0.009419061638792647,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
402,-0.003281856375849913,0.0021982504141487003,28330720,-0.006319222061051491,-0.005322637661110841,-0.004727642485032074,-0.004101301389814347,-0.003650830900056695,-0.0032943462043608946,-0.0028911787464734897,-0.002344674537464154,-0.0015039119702786087,0.0013371726057833135,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim17_edge_covariates.csv
101,-0.00032255948401537296,0.0031912055866937547,482684750,-0.0038134776670486295,-0.002969016196877509,-0.0024841894692448443,-0.0020325359151081223,-0.0015424369430232464,-0.0009574919176642636,-0.000200585186812409,0.0008922227313209652,0.0027512545016801305,0.0071306604056026,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
102,-0.0003440535486808748,0.003147431612338374,659947296,-0.0037791005245078526,-0.002946432299350462,-0.00247402655322947,-0.0020337158955424013,-0.0015545205212741707,-0.000980039987527391,-0.0002334512737551408,0.0008487073141467678,0.0026972802894399957,0.007014763309389827,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
201,-0.00041059492513371786,0.003030977331081195,905098356,-0.0037120728580892475,-0.002882318462953412,-0.002410183037831415,-0.001975856559147475,-0.001514946561086186,-0.0009775671621700297,-0.0002985143296075253,0.0006562913102008443,0.0022821440315720443,0.006727073932835747,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
501,-0.0003137948220927884,0.0034688578435358827,54701354,-0.003982657503280122,-0.0031695240156699458,-0.002691918992076357,-0.0022518086928511607,-0.0017610569111251898,-0.0011376627206936727,-0.0002673690639465499,0.0010604818087548585,0.0033129150278193033,0.007750645855032344,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
502,-0.0002807385298012967,0.0030072943400656408,1665498,-0.0036240302447057057,-0.002823359553069957,-0.002306619691622299,-0.0018397821789974686,-0.001358829195199203,-0.0008069099384008722,-0.00011898136039813248,0.0008471978891578251,0.0024679203771559833,0.00675581652861947,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
503,-0.00003380062436813851,0.003878146088527695,57800008,-0.003960836261949369,-0.0031201595680157824,-0.0026310138321206204,-0.0021757560461889277,-0.0016646544761744363,-0.0010272642278414082,-0.00016716679618108697,0.0012213992003730508,0.003988442253676709,0.009198997384148571,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
504,-0.0004992203635718687,0.002894516091267221,32951692,-0.003701537963359761,-0.002862980504922908,-0.002365957037561088,-0.0019158181092368489,-0.0014531235793757951,-0.000931481664313424,-0.0002923278196733885,0.0005580214119981831,0.00187465661672162,0.006098333263730146,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
505,-0.0007371919021957374,0.0022853548308551636,97366722,-0.003629005322964129,-0.002887617201710965,-0.002397713657864749,-0.001941435279989358,-0.0014688400595678922,-0.0009407484043602196,-0.0003196295952304509,0.0004625844911336226,0.001573717251110422,0.00417676509964322,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
506,-0.00030630175953235897,0.002708690117535616,54626442,-0.003524413225750263,-0.0027385383910898875,-0.00221986973145604,-0.001736707496839262,-0.001233006212404463,-0.0006780614723421113,-0.000023231565089564814,0.0008634896463309752,0.00236912634375846,0.00585819007185586,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
301,-0.00033302129055885207,0.003164573534432264,38488774,-0.0038450378221895785,-0.002984371252343272,-0.002482536890676294,-0.0020144567625034852,-0.0015103486468266147,-0.0009175174882655616,-0.00016350855221189628,0.0008981673299237241,0.00266141658971948,0.007027969503112224,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
302,-0.00034634644318673723,0.0031965836173475904,8397480,-0.003901382329937965,-0.0030307485852380293,-0.0025217099093326474,-0.0020472972134122644,-0.0015376061205657728,-0.0009369700622354254,-0.00016986498502378946,0.0009061287718559829,0.002695413170435167,0.0070805251421974585,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
303,-0.00027988180362760896,0.0031935234814862283,26425602,-0.0038471450986982255,-0.0029696661577062124,-0.0024574180127690717,-0.0019778704180890773,-0.0014612756118228636,-0.0008549787736239034,-0.0000900632490573286,0.0009764816672288858,0.0027418516244429327,0.00714125072909654,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
304,-0.00033302129055885207,0.003164573534432264,38488774,-0.0038450378221895785,-0.002984371252343272,-0.002482536890676294,-0.0020144567625034852,-0.0015103486468266147,-0.0009175174882655616,-0.00016350855221189628,0.0008981673299237241,0.00266141658971948,0.007027969503112224,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
305,-0.00027988180362760896,0.0031935234814862283,26425602,-0.0038471450986982255,-0.0029696661577062124,-0.0024574180127690717,-0.0019778704180890773,-0.0014612756118228636,-0.0008549787736239034,-0.0000900632490573286,0.0009764816672288858,0.0027418516244429327,0.00714125072909654,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
306,-0.00036153959483400337,0.0031292848995477743,22134600,-0.003864700709345985,-0.0029828649465108163,-0.00247070303703169,-0.0019993626991096193,-0.0014980699060266394,-0.0009149415259647869,-0.00018201313603916547,0.0008404651706665691,0.0025429118062827148,0.006913865785852667,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
307,-0.0002943969682605528,0.003011603313066323,1887862,-0.003653719904393604,-0.002828706834397479,-0.0023465476795349344,-0.001893324425835854,-0.0014062518114894174,-0.000834541131706586,-0.00010686194687772941,0.0009030678628475443,0.0025402004266342946,0.006682577536920028,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
308,-0.00020668148860992396,0.00318404921939673,5384124,-0.003807628344226155,-0.0029350259693899498,-0.0024092682164911228,-0.0019129567765936056,-0.0013765816903422209,-0.0007501281018851906,0.000035907506078776806,0.0011205610041995328,0.0028516342726133464,0.007116604745336498,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
309,-0.00043212491728778543,0.002935659641858486,89986064,-0.0037703190512932937,-0.002894375921177331,-0.0023910028213310662,-0.0019342813823242072,-0.0014558462061053427,-0.0009084554566018157,-0.0002315809601362693,0.0006953636459811744,0.0022096966635497006,0.0063595476882362155,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
310,-0.00035314794488512473,0.003004518596125114,81176392,-0.0037500133038513616,-0.002887175948907259,-0.002382643708524689,-0.0019176107232005218,-0.0014242939047610544,-0.0008547295922564907,-0.0001467133408548094,0.0008255693706579439,0.0024094039782649192,0.006596724362910938,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
311,-0.00035314794488512473,0.003004518596125114,81176392,-0.0037500133038513616,-0.002887175948907259,-0.002382643708524689,-0.0019176107232005218,-0.0014242939047610544,-0.0008547295922564907,-0.0001467133408548094,0.0008255693706579439,0.0024094039782649192,0.006596724362910938,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
312,-0.0003728295659712538,0.003274212902938923,6518868,-0.004001048673025149,-0.003126709194681824,-0.0026109558304643226,-0.0021276945236457607,-0.0016052033620844938,-0.000987468377316221,-0.0001955353458921529,0.0009210734780877817,0.0027750801442441952,0.007230124312735165,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
313,-0.00037145378805043306,0.003149530514845718,1850866,-0.0038279811273131035,-0.00300155346223484,-0.0025118406178936416,-0.002054027645194,-0.001557375508847734,-0.0009668546100784415,-0.00020985513668292504,0.0008574478569701631,0.0026081055927596212,0.006949175026309958,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
314,-0.00034614565676792717,0.0030550002754700318,13709762,-0.0037867165683243974,-0.002922965575711793,-0.002416199855496453,-0.0019467874507031982,-0.001447209586261522,-0.0008691483615850171,-0.00014612344277969817,0.0008519949138356796,0.0024841969886961034,0.0067374735652557406,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
315,-0.00034614565676792717,0.0030550002754700318,13709762,-0.0037867165683243974,-0.002922965575711793,-0.002416199855496453,-0.0019467874507031982,-0.001447209586261522,-0.0008691483615850171,-0.00014612344277969817,0.0008519949138356796,0.0024841969886961034,0.0067374735652557406,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
316,-0.0003387333684507662,0.003015712403394863,30476688,-0.0037500844586165856,-0.0028838186084457662,-0.002374823289208462,-0.0019064113013045412,-0.0014112856398772217,-0.0008412197401213799,-0.0001328294452803506,0.0008401477476515823,0.0024299539426312403,0.006643024782896158,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
317,-0.0003221688822910105,0.0029535702704483386,3197700,-0.0036449734991894755,-0.00280591295862706,-0.002317005125185311,-0.001864535660619053,-0.0013848562378424828,-0.0008280214530744269,-0.00013402455410445872,0.0008232177245491575,0.0024000777403906217,0.006534275554832662,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
318,-0.0003221688822910105,0.0029535702704483386,3197700,-0.0036449734991894755,-0.00280591295862706,-0.002317005125185311,-0.001864535660619053,-0.0013848562378424828,-0.0008280214530744269,-0.00013402455410445872,0.0008232177245491575,0.0024000777403906217,0.006534275554832662,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
319,-0.0003436277815934706,0.0027490951076771853,1794242,-0.0034707808031549728,-0.0026391391806685994,-0.0021648502389445337,-0.0017338681883546814,-0.001286957601586102,-0.0007793568414136556,-0.00015448931874734504,0.0006984538896945499,0.0020770269462824288,0.006017475266517749,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
320,-0.0004360228783522575,0.0028283052951946007,85032354,-0.003669143695206107,-0.002814717949722222,-0.002318571489388077,-0.0018697316099846831,-0.00140334869484235,-0.0008749814053720891,-0.00022747161895065633,0.0006511873924089668,0.0020761206079606053,0.006090426572864926,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
321,-0.00033137931045745784,0.002957063720362564,33060900,-0.0036956659274975504,-0.0028365184870467373,-0.002328161065752178,-0.0018604669891876702,-0.0013681647094017438,-0.0008048075864580112,-0.00011077994416380463,0.0008326178380285332,0.0023603324704784953,0.006497814196785284,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
322,-0.00036229007606090234,0.002979459500907856,57424792,-0.003739118659326449,-0.002869235997497671,-0.0023631820247254484,-0.0018999403490817636,-0.0014119336804921151,-0.0008524566517707813,-0.00015919102961434764,0.0007911239953866414,0.002344220120009713,0.006536806549243113,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
401,-0.00017924060505084027,0.003841316549843031,39775672,-0.0040973802647065434,-0.003231261630809039,-0.002687685059152409,-0.002182675791798933,-0.0016349838104647585,-0.000979988664702222,-0.00012523922572814443,0.0011329908642389872,0.003181261618197966,0.008832544883652932,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
402,-0.0004541113099584316,0.0040675499014083145,28330720,-0.0049034583528895,-0.004332014710194131,-0.003806547533430676,-0.0028851273714866643,-0.0016028717305734577,-0.0005821965584627144,0.0002696279104331665,0.0014244509151767797,0.003324784981058147,0.008552230224894349,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim21_edge_covariates.csv
101,-0.0003942035361763676,0.0033486039881465775,482684750,-0.003808968387528682,-0.003056211373999239,-0.002579068050978706,-0.0021322683801201043,-0.0016554404243980672,-0.001096422012370511,-0.00037879469641584893,0.0006588156581563355,0.002490507701784704,0.007615813861525679,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
102,-0.0002385625233923072,0.0032591765476311743,659947296,-0.0036773533942215325,-0.002908035757016879,-0.00241446761255071,-0.0019489763221733688,-0.0014505283793222043,-0.0008679572291283522,-0.00012822132540138322,0.0009159856184198663,0.002666730173829723,0.00742719838834428,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
201,-0.00021875462841165237,0.003014888702688004,905098356,-0.0035728153143898215,-0.002786906227173204,-0.00228086580493755,-0.0018026702544904545,-0.0012942035849248105,-0.0007106239259769484,0.00001015986490770676,0.0009867739414720852,0.0025449528634769324,0.006718651648903897,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
501,0.00012450744636104464,0.004104143545439701,54701354,-0.003999747314598429,-0.0031925837859763085,-0.0026340204133062815,-0.0020895172958795187,-0.001502662791099322,-0.0008049037059130772,0.0001123659268109623,0.0014491045402460698,0.003856112212174511,0.010050919400553929,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
502,0.001689256609135198,0.0034902732539685895,1665498,-0.0026280687876072606,-0.001553019244926264,-0.0008422047758645842,-0.00018291406230427082,0.0005046087994419391,0.0012860174785207913,0.0022294380776964264,0.0034634597688167727,0.005279625172686628,0.009335434910183021,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
503,-0.00010343035711390348,0.0036413340550729887,57800008,-0.0038526197148136157,-0.00303088606624612,-0.002483678952949828,-0.001963919570317384,-0.001417953962780855,-0.0008002252350904575,-0.00003606862202594308,0.0010240008286580493,0.002855624171892957,0.00867141648100065,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
504,0.002039468225167496,0.004146321332798909,32951692,-0.003011204477717796,-0.0018407349309017005,-0.00108700996842387,-0.0003625547822421384,0.00042976259026684266,0.0013838121962974216,0.002641696465947454,0.0044124954301523476,0.0069608714477664806,0.0108675378164658,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
505,0.0008320635268766155,0.002759386789095261,97366722,-0.0028113172702195115,-0.0018285211474963253,-0.0011949015443345548,-0.0006167680117785802,-0.000029151724264372186,0.0006226271193323317,0.0013933376751181733,0.0023531455953573134,0.00372319391858084,0.006708987567611024,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
506,0.00012679848766677067,0.0019869144646419553,54626442,-0.0025820298129116295,-0.0017850350709366573,-0.0012898169451060694,-0.000858716615393866,-0.0004355489419281214,0.000018728173668086074,0.0005457984949487742,0.0012085732919133014,0.002147518012255551,0.0042985107834865414,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
301,-0.0004858138849679912,0.003299562272118526,38488774,-0.0038452794988507013,-0.003081971176820742,-0.0026038165441024997,-0.0021630285831783433,-0.0016998779537818255,-0.001165294585386183,-0.0004886941414048631,0.00048737605539359393,0.002253431354043377,0.007449004743999869,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
302,-0.0006834712913917256,0.0031777965568442063,8397480,-0.0039477937450941945,-0.0032007550615325534,-0.0027355733132135877,-0.002305144133462982,-0.0018506745301895072,-0.0013231537351066332,-0.0006497844765595246,0.00031153092829861655,0.001984809527527538,0.006881776255028169,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
303,-0.0006307156720200757,0.0030813308072919028,26425602,-0.0038494874294710125,-0.003086850101940643,-0.002608920018040713,-0.002170063267328729,-0.0017140670271810646,-0.0011970518015254486,-0.0005584671991286847,0.000328526671562227,0.00185606986545181,0.00669313655732728,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
304,-0.0004858138849679912,0.003299562272118526,38488774,-0.0038452794988507013,-0.003081971176820742,-0.0026038165441024997,-0.0021630285831783433,-0.0016998779537818255,-0.001165294585386183,-0.0004886941414048631,0.00048737605539359393,0.002253431354043377,0.007449004743999869,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
305,-0.0006307156720200757,0.0030813308072919028,26425602,-0.0038494874294710125,-0.003086850101940643,-0.002608920018040713,-0.002170063267328729,-0.0017140670271810646,-0.0011970518015254486,-0.0005584671991286847,0.000328526671562227,0.00185606986545181,0.00669313655732728,collapsed_2021_len20_window5_walks100_dim32_dine_utilities_dim27_edge_covariates.csv
