municipality,id,n,mean_age,mean_gross_income_percentile,prop_female,prop_both_parents_abroad,prop_one_parent_abroad,prop_vocational_edu,prop_higher_vocational_edu,prop_bachelor_edu,prop_master_doctorate_edu,n_female,n_both_parents_abroad,n_one_parent_abroad,n_vocational_edu,n_higher_vocational_edu,n_bachelor_edu,n_master_doctorate_edu
Hattem,37,12208,46.861811926605505,50.848550500361085,0.5045871559633027,0.045461992136304065,0.03808977719528178,0.13302752293577982,0.31921690694626476,0.16653014416775885,0.09264416775884665,6160,555,465,1624,3897,2033,1131
Heemskerk,90,39152,48.07151614221496,51.28680425265791,0.5112637923988558,0.1463271352676747,0.06451777686963629,0.13654474867184307,0.35862791172864733,0.16389967306906417,0.06009910093992644,20017,5729,2526,5346,14041,6417,2353
Heemstede,3,27486,49.273557447427784,57.238198743089356,0.5251400713090301,0.09925052754129375,0.10696354507749399,0.09510296150767664,0.21105289965800772,0.18725896820199375,0.21967547114894856,14434,2728,2940,2614,5801,5147,6038
Heerde,304,18744,48.20033077251387,49.296212474206214,0.5070956039265898,0.03686513017498933,0.028489116517285532,0.14079172001707213,0.34912505335040545,0.1507148954332053,0.058898847631242,9505,691,534,2639,6544,2825,1104
Heerenveen,167,50554,47.33071567037228,48.60591907969126,0.5023736994105313,0.07720457332753096,0.04684100170115124,0.1450923764687265,0.34468093523756776,0.17525813981089527,0.06994500929698935,25397,3903,2368,7335,17425,8860,3536
Heerhugowaard,299,58278,44.23724218401455,51.385176398225035,0.49612203575963487,0.14950753285974125,0.07630666803939737,0.14168296784378326,0.34664882116750745,0.1579841449603624,0.050567967329009235,28913,8713,4447,8257,20202,9207,2947
Heerlen,142,86738,49.063409347690744,45.91714057036943,0.5013488897599668,0.1756900089925984,0.11903663907399295,0.1760819940510503,0.34997348336369294,0.1348198021628352,0.05532753810325348,43486,15239,10325,15273,30356,11694,4799
Heeze-Leende,325,16218,49.325687507707485,52.939728931627165,0.49660870637563204,0.061598224195338516,0.05154766309039339,0.1193118756936737,0.31101245529658406,0.204340855839191,0.11333086693797016,8054,999,836,1935,5044,3314,1838
Heiloo,301,24120,49.98022306065757,52.891643059490086,0.5068407960199005,0.060820895522388056,0.06873963515754561,0.11032338308457712,0.293698175787728,0.2222636815920398,0.12980928689883914,12225,1467,1658,2661,7084,5361,3131
Hellendoorn,94,35896,47.21657009137508,48.59419190177278,0.5004178738578114,0.04242812569645643,0.02902830398930243,0.13993202585246267,0.37419211054156454,0.16166146645865834,0.05078560285268554,17963,1523,1042,5023,13432,5803,1823
Hellevoetsluis,271,40241,47.365646976963795,52.279170134714384,0.5063492457940906,0.12159240575532416,0.07564424343331429,0.15158669019159562,0.3872418677468254,0.1330483834894759,0.04373648766183743,20376,4893,3044,6100,15583,5354,1760
Helmond,8,92484,45.04238570996064,48.90944457905931,0.49497210328273,0.21271787552441504,0.07285584533540937,0.16741274166342288,0.3250400069201159,0.14097573634358376,0.05984818995718178,45777,19673,6738,15483,30061,13038,5535
Hendrik-Ido-Ambacht,238,31226,43.14990712867482,54.09629034983944,0.5083263946711074,0.09517709600973548,0.057804393774418754,0.12223787869083456,0.3189329404983027,0.1685774674950362,0.06372894382886056,15873,2972,1805,3817,9959,5264,1990
Hengelo,332,80910,46.562402669632924,48.61882047488943,0.49693486590038316,0.16168582375478927,0.07661599307872945,0.13165245334322087,0.34817698677542946,0.18633049066864418,0.07660363366703744,40207,13082,6199,10652,28171,15076,6198
Het Hogeland,72,47762,48.50515053808467,46.99143897996357,0.497131610904066,0.044135505213349524,0.03601189229931745,0.1471672040534316,0.3777061262091202,0.14731376408023114,0.060633976801641475,23744,2108,1720,7029,18040,7036,2896
Heumen,42,16551,49.18446015346505,52.540100250626566,0.5016011117153042,0.07201981753368376,0.06911969065313274,0.11890520210259199,0.29961935834692766,0.18760195758564438,0.14863150262824,8302,1192,1144,1968,4959,3105,2460
Heusden,11,44921,47.10638676788139,50.869376501419524,0.4980298746688631,0.10126666815075354,0.04654838494245453,0.14336279245787048,0.33743683355223614,0.16678168339974622,0.07246054184011932,22372,4549,2091,6440,15158,7492,3255
Hillegom,52,22173,46.94867631804447,52.250571763262116,0.5033148423758625,0.1263699093492085,0.0647634510440626,0.14035087719298245,0.3327470346818202,0.1630812249131827,0.07617372480043295,11160,2802,1436,3112,7378,3616,1689
Hilvarenbeek,274,15660,48.34022988505747,51.73784775298074,0.4982758620689655,0.044252873563218394,0.040229885057471264,0.12573435504469987,0.32937420178799487,0.20600255427841635,0.08703703703703704,7803,693,630,1969,5158,3226,1363
Hilversum,10,91072,45.34447470133521,53.51261130727137,0.5088171995783556,0.2088786893886156,0.08894061841180605,0.11842278636683064,0.27417867182009836,0.18074710119465917,0.1435128250175685,46339,19023,8100,10785,24970,16461,13070
Hoeksche Waard,46,87930,47.61965199590583,52.606835553922885,0.5063687023768907,0.05133629023086546,0.04644603662003867,0.1411577391106562,0.35090412828386214,0.16615489593995222,0.061833276469919256,44525,4514,4084,12412,30855,14610,5437
Hof van Twente,177,34996,49.36049834266773,48.89630291368884,0.5009715396045262,0.053063207223682705,0.04154760544062178,0.13538690136015544,0.35478340381757917,0.1773631272145388,0.06880786375585782,17532,1857,1454,4738,12416,6207,2408
Hollands Kroon,223,48507,46.957325746799434,48.71625021798162,0.4910425299441318,0.08328694827550663,0.04197332343785433,0.14991650689591193,0.3849135176366298,0.14259797554992062,0.038448059043024715,23819,4040,2036,7272,18671,6917,1865
Hoogeveen,200,55522,46.74204819711105,46.67868263745255,0.49938763012859766,0.07696048413241598,0.03621987680559058,0.16296242930730162,0.3777421562623825,0.12169950650192717,0.033590288534274704,27727,4273,2011,9048,20973,6757,1865
Hoorn,315,73469,45.63100083028216,50.20100587321947,0.507098231907335,0.17302535763383195,0.07390872340715132,0.14284936503831547,0.3371898351685745,0.16400114333936763,0.06502062094216608,37256,12712,5430,10495,24773,12049,4777
Horst aan de Maas,253,42410,48.07377976892242,49.10447052249231,0.4963452016033954,0.0820089601509078,0.040886583352982786,0.15060127328460268,0.36274463569912757,0.17837774109879745,0.05908983730252299,21050,3478,1734,6387,15384,7565,2506
Houten,156,50156,44.10864103995534,55.915385592682,0.5067987877821198,0.09538240689050163,0.06820719355610495,0.11823111890900391,0.26473402982693994,0.18938910598931336,0.15603317648935322,25419,4784,3421,5930,13278,9499,7826
Huizen,89,41031,48.57883064024762,51.71300571012028,0.5178767273524896,0.1359947356876508,0.07945212156662036,0.12963369159903487,0.32655796836538226,0.1807170188394141,0.09234481245887256,21249,5580,3260,5319,13399,7415,3789
Hulst,268,27540,50.377741466957154,49.554609801989066,0.5001815541031227,0.1689905591866376,0.12421931735657225,0.15668119099491648,0.356717501815541,0.1466230936819172,0.05297748729121278,13775,4654,3421,4315,9824,4038,1459
IJsselstein,101,33770,45.589724607639916,53.0616554054054,0.5135327213503109,0.14311519099792716,0.06639028723719277,0.14065738821439147,0.3215872075806929,0.18010068107787977,0.08537163162570328,17342,4833,2242,4750,10860,6082,2883
Kaag en Braassem,80,27472,47.11407979033198,52.51030012431185,0.4931930693069307,0.08102795573675015,0.045100465928945836,0.13970588235294118,0.34016453115899825,0.17090128130460105,0.07436662783925452,13549,2226,1239,3838,9345,4695,2043
Kampen,56,54393,43.25052856066038,48.27031864534514,0.4996414979868733,0.0675454562167926,0.03592374018715644,0.14022024892909013,0.3396392918206387,0.1529792436526759,0.050594745647417866,27177,3674,1954,7627,18474,8321,2752
Kapelle,102,12866,46.33879993782061,50.56589673913044,0.5025648997357376,0.05464013679465257,0.04515778019586507,0.1320534742732784,0.34501787657391575,0.170138349137261,0.05984766050054407,6466,703,581,1699,4439,2189,770
Katwijk,264,65927,44.19462435724362,50.73698108811308,0.5037238157355863,0.08215147056592899,0.037844889043942544,0.15180426835742564,0.3418022964794394,0.12890014713243436,0.05355923976519484,33209,5416,2495,10008,22534,8498,3531
Kerkrade,6,45382,50.64521175796571,45.431286904473026,0.4987880657529417,0.18972279758494556,0.13177030540743026,0.18970076241681724,0.36058349125203826,0.11793221982283725,0.03990568948041073,22636,8610,5980,8609,16364,5352,1811
Koggenland,66,22900,46.582445414847164,50.33716312807751,0.4963755458515284,0.049170305676855895,0.03842794759825328,0.13676855895196507,0.36222707423580786,0.16611353711790394,0.05475982532751092,11367,1126,880,3132,8295,3804,1254
Krimpen aan den IJssel,186,29399,47.20144227498469,49.8774162927166,0.5176026395455627,0.11425558692472533,0.05677063845709038,0.1410252049389435,0.33327664206265517,0.15201197319636722,0.061294601857206026,15217,3359,1669,4146,9798,4469,1802
Krimpenerwaard,250,56540,46.26455606650159,51.07024628355891,0.5035019455252918,0.07308100459851433,0.042978422355854265,0.1410152104704634,0.3448708878669968,0.15519985850725151,0.06142553944110364,28468,4132,2430,7973,19499,8775,3473
Laarbeek,65,22784,47.67529845505618,50.17958219214865,0.49346032303370785,0.05780372191011236,0.03809691011235955,0.15102703651685392,0.34827071629213485,0.16551088483146068,0.06289501404494383,11243,1317,868,3441,7935,3771,1433
Landerd,2,15793,47.53827645159248,50.302301989855636,0.4897106312923447,0.04964224656493383,0.02817704046096372,0.14177167099347812,0.34686253403406575,0.17672386500348256,0.06642183245741784,7734,784,445,2239,5478,2791,1049
Landgraaf,50,37184,50.42577452667814,47.9924895506792,0.5078528399311532,0.1085144148020654,0.12222999139414802,0.1679485800344234,0.36634036144578314,0.14361015490533563,0.050908993115318414,18884,4035,4545,6245,13622,5340,1893
Landsmeer,260,11545,47.25586834127328,53.66465819456617,0.5168471199653529,0.10601992204417497,0.08194023386747509,0.11866608921611087,0.29190125595495886,0.18172368990905155,0.11589432654828931,5967,1224,946,1370,3370,2098,1338
Langedijk,163,28306,46.46555500600579,50.74482938039284,0.5024023175298523,0.06465060411220236,0.05440542641136155,0.1413834522716032,0.3548364304387762,0.17395605172048328,0.05754963611955063,14221,1830,1540,4002,10044,4924,1629
Lansingerland,350,63292,43.00339695380143,56.272657065330826,0.50692030588384,0.12195854136383745,0.0735953991025722,0.11367945395942615,0.26625797889148706,0.18371990140934083,0.1203627630664223,32084,7719,4658,7195,16852,11628,7618
Laren,284,11379,52.02399156340628,55.62707474985285,0.5260567712452764,0.0933298180859478,0.11600316372264698,0.11011512435187626,0.2372791985235961,0.18050795324720978,0.19667809122066965,5986,1062,1320,1253,2700,2054,2238
Leeuwarden,98,124226,44.97552847230048,47.06022431403966,0.5022700561879155,0.11896060406034163,0.06051873198847262,0.13073752676573341,0.35941751324199445,0.19747878865937887,0.06627437090464154,62395,14778,7518,16241,44649,24532,8233
Leiden,285,123730,43.275575850642525,51.32975010749678,0.515162046391336,0.2340257011234139,0.08738381960720924,0.096039764002263,0.26597429887658613,0.193849511032086,0.2240523721005415,63741,28956,10812,11883,32909,23985,27722
Leiderdorp,17,27337,47.693821560522366,53.972521502942506,0.5147236346343783,0.1469802831327505,0.08153784248454475,0.11705746790064747,0.28507151479679554,0.17748838570435674,0.14613893258221458,14071,4018,2229,3200,7793,4852,3995
Leidschendam-Voorburg,113,76244,47.605227952363464,54.85081270317579,0.5175358060962174,0.2354021300036724,0.09544357588793873,0.11269083468863124,0.25977126068936573,0.17120035674938355,0.1634489271286921,39459,17948,7277,8592,19806,13053,12462
Lelystad,278,79659,44.0809324746733,49.180402856913574,0.4975583424346276,0.24695263560928457,0.09195445586813794,0.1575465421358541,0.3424597346188127,0.13368232089280557,0.05200918916883215,39635,19672,7325,12550,27280,10649,4143
Leudal,135,35991,49.89853018810258,50.011628296638854,0.4933455586118752,0.0795198799699925,0.05740323969881359,0.14145202967408518,0.36406323803173013,0.17935039315384402,0.06710010836042343,17756,2862,2066,5091,13103,6455,2415
Leusden,61,30508,47.4839386390455,54.33978959386723,0.5099973777369871,0.07384948210305493,0.07027664874786942,0.11249508325685066,0.3016258030680477,0.20342205323193915,0.12078799003540056,15559,2253,2144,3432,9202,6206,3685
Lingewaard,20,46765,47.47941836843793,50.66992955330994,0.5043087779322143,0.05544745001603763,0.052068854912862186,0.1481449802202502,0.3297765422858976,0.17213728215545815,0.07567625360846787,23584,2593,2435,6928,15422,8050,3539
Lisse,296,22959,47.84123872990984,51.502749286242995,0.507295613920467,0.09172873382987064,0.05265908793937018,0.13415218432858575,0.34004094254976264,0.17313471841108063,0.07021211725249357,11647,2106,1209,3080,7807,3975,1612
Lochem,236,33884,51.318380356510445,50.190491591203106,0.5061976153936961,0.05887734624011333,0.05079093377405265,0.1282611261952544,0.3212430645732499,0.18920434423326643,0.1116456144492976,17152,1995,1721,4346,10885,6411,3783
Loon op Zand,28,23462,48.16741965731822,50.23533671252716,0.5043474554598926,0.0737788764811184,0.04219589122836928,0.15011507970335008,0.3589634302276021,0.16200664904952689,0.05817918336032734,11833,1731,990,3522,8422,3801,1365
Lopik,196,14436,44.92096148517595,51.14712722887415,0.4895400387919091,0.06158215572180659,0.03733721252424494,0.15516763646439458,0.3613881961762261,0.13577168190634525,0.05091438071487947,7067,889,539,2240,5217,1960,735
Losser,140,22856,48.31772838641932,47.6029737766964,0.49671858592929646,0.06457822891144557,0.08151032551627581,0.14556352817640883,0.3709310465523276,0.15295764788239413,0.05206510325516276,11353,1476,1863,3327,8478,3496,1190
Maasdriel,239,25423,46.399677457420445,50.89683771461829,0.49113007906226647,0.1076977540022814,0.03780041694528576,0.15725917476300988,0.3454352358100932,0.14797624198560358,0.06218778271643787,12486,2738,961,3998,8782,3762,1581
Maasgouw,19,23885,51.38840276324053,50.37315026697178,0.49591794012978857,0.06857860581955202,0.07988277161398367,0.14113460330751518,0.35712790454259996,0.18777475402972577,0.0719279882771614,11845,1638,1908,3371,8530,4485,1718
Maassluis,57,33517,46.958647850344605,50.215713122640814,0.5090551063639347,0.22111167467255421,0.06912909866634842,0.14717904347047767,0.33502401766267864,0.14523972909269922,0.05331622758600113,17062,7411,2317,4933,11229,4868,1787
Maastricht,81,119950,46.77154647769904,46.15166209404709,0.5204751979991663,0.2452688620258441,0.08549395581492289,0.1253105460608587,0.33373905794080866,0.1779491454772822,0.138174239266361,62431,29420,10255,15031,40032,21345,16574
Medemblik,79,45071,46.99767034234874,49.01035873950496,0.4914468283375119,0.08775043819751059,0.0475472033014577,0.15504426349537395,0.3508020678485057,0.14383971955359323,0.049055933970846,22150,3955,2143,6988,15811,6483,2211
Meerssen,127,18635,51.15867990340757,51.60750193348801,0.5081835256238262,0.06251676951972096,0.06997585189160183,0.13404883284142743,0.32573115105983363,0.19200429299704858,0.10399785350147572,9470,1165,1304,2498,6070,3578,1938
Meierijstad,145,81544,46.91339644854312,50.556848915918295,0.4962719513391543,0.10662954969096439,0.04214902383989012,0.14563916413224762,0.34038065338958107,0.16773766310212893,0.0652899048366526,40468,8695,3437,11876,27756,13678,5324
Meppel,51,34305,46.03355196035563,49.8392102579047,0.5114123305640578,0.07905553126366419,0.043871155808191224,0.13464509546713307,0.35178545401544964,0.17810814750036438,0.07054365252878589,17544,2712,1505,4619,12068,6110,2420
Middelburg,166,48890,47.07420740437718,49.23498467824311,0.5140519533646962,0.1256698711392923,0.0708733892411536,0.12564941705870322,0.34708529351605644,0.17527101656780528,0.07576191450194314,25132,6144,3465,6143,16969,8569,3704
Midden Groningen,348,60633,48.27971566638629,46.91117590292179,0.4981940527435555,0.09954975013606451,0.051556083320963834,0.1551135520261244,0.384806953309254,0.1338545016740059,0.04751537941385054,30207,6036,3126,9405,23332,8116,2881
Midden-Delfland,35,19395,46.094715132766176,54.424650506605104,0.5004382572828049,0.08058778035576179,0.05166279969064192,0.11069863366847126,0.2928074245939675,0.19819541118845063,0.1182779066769786,9706,1563,1002,2147,5679,3844,2294
Midden-Drenthe,49,33308,49.048426804371324,49.24956338233154,0.49987990873063526,0.04257235498979224,0.0307433649573676,0.13741443497057765,0.3868740242584364,0.1670469556863216,0.061606821184099915,16650,1418,1024,4577,12886,5564,2052
Mill en Sint Hubert,23,10987,48.443797214890324,49.12413269731136,0.49121689269136254,0.039683262036952764,0.028215163374897607,0.1613725311732047,0.37544370619823425,0.15618458177846545,0.05060526076271958,5397,436,310,1773,4125,1716,556
Moerdijk,211,37111,48.0157639450283,51.29273687685705,0.4981272399019159,0.08064994206569481,0.0458893589501765,0.1543208213198243,0.37005200614373096,0.15203039530058474,0.05071272668481043,18486,2993,1703,5727,13733,5642,1882
Molenlanden,107,44080,44.54181034482759,50.745919870591294,0.49426043557168786,0.04446460980036298,0.02924228675136116,0.14328493647912885,0.35546733212341197,0.1395644283121597,0.05086206896551724,21787,1960,1289,6316,15669,6152,2242
Montferland,210,35974,49.26313448601768,47.94826203208556,0.49936064935786956,0.06360148996497471,0.06160004447656641,0.16445210429754822,0.37882915438928116,0.14343692666926114,0.04822927669983877,17964,2288,2216,5916,13628,5160,1735
Montfoort,216,13887,45.51393389500972,52.86030588653743,0.5002520342766617,0.0640887160653849,0.043925973932454815,0.13789875423057535,0.32757254986678186,0.16893497515662131,0.0797148412184057,6947,890,610,1915,4549,2346,1107
Mook en Middelaar,103,7895,51.293223559214695,52.73868591189295,0.5031032298923369,0.0662444585180494,0.07625079164027866,0.11766941101963267,0.30753641545281823,0.19797340088663712,0.15364154528182394,3972,523,602,929,2428,1563,1213
Neder-Betuwe,162,24610,42.46700528240552,48.52524876283723,0.4954490044697277,0.06477041852905323,0.02478667208451849,0.1592442096708655,0.35497765136123527,0.09971556277935799,0.032466477041852904,12193,1594,610,3919,8736,2454,799
Nederweert,44,17150,48.91778425655977,49.42151001112347,0.493469387755102,0.057434402332361516,0.042507288629737607,0.14542274052478135,0.3517201166180758,0.17562682215743441,0.06676384839650146,8463,985,729,2494,6032,3012,1145
Nieuwegein,91,63778,46.02558876101477,52.170553234099096,0.504249114114585,0.2039574775000784,0.08208159553451033,0.1442346890777384,0.34085421305152247,0.1581736649001223,0.08244222145567437,32160,13008,5235,9199,21739,10088,5258
Nieuwkoop,328,29078,46.79823234060114,52.313868925393564,0.49484146089827363,0.07486759749638902,0.042162459591443706,0.13883348235779627,0.34627553476855355,0.16190934727285233,0.06472247059632712,14389,2177,1226,4037,10069,4708,1882
Nijkerk,237,43559,44.87251773456691,50.963695214766865,0.5020087697146399,0.08227920751165087,0.04104777428315618,0.13799674005372023,0.31864827016230857,0.16423701186895934,0.06347712298262127,21867,3584,1788,6011,13880,7154,2765
Nijmegen,181,176903,43.304104509250834,49.132754792856446,0.5147510217463808,0.1815684301566395,0.08481484203207408,0.09938780009383674,0.26849177232720756,0.207729659757042,0.19326975800297339,91061,32120,15004,17582,47497,36748,34190
Nissewaard,175,85337,46.42492705391565,51.62586649080384,0.5098374679213002,0.1805313052954756,0.08015280593412002,0.15439961564151541,0.39090898437957744,0.1250102534656714,0.03698278589591854,43508,15406,6840,13176,33359,10668,3156
Noardeast-Frysl�n,180,45416,46.626277082966354,45.76575773612233,0.4969614232869473,0.03221331689272503,0.027765545182314604,0.15151048088779284,0.3771578298397041,0.133345076624978,0.03564822969878457,22570,1463,1261,6881,17129,6056,1619
Noord-Beveland,18,7562,52.2478180375562,48.77554203712369,0.4985453583708014,0.08185665167944989,0.05395398042845808,0.1414969584765935,0.406902935731288,0.15749801639777836,0.050912457021951865,3770,619,408,1070,3077,1191,385
Noordenveld,171,31161,50.60925515869195,49.63456213907128,0.5042200186130098,0.03950450884117968,0.03870222393376336,0.13224864413850645,0.32890472064439524,0.18362696960944772,0.09604954911588204,15712,1231,1206,4121,10249,5722,2993
Noordoostpolder,161,47521,44.29607962795396,48.17320641445144,0.49178258033290545,0.12255634351128974,0.042486479661623285,0.14494644472969845,0.35569537678079166,0.1473664274741693,0.04050840680962101,23370,5824,2019,6888,16903,7003,1925
Noordwijk,229,44015,47.74376916960127,52.0750625052673,0.49769396796546633,0.11571055322049302,0.06291037146427354,0.1262069748949222,0.32216289901170053,0.1788935590139725,0.09155969555833239,21906,5093,2769,5555,14180,7874,4030
"Nuenen, Gerwen en Nederwetten",1,23670,49.15416138572032,53.61767600891053,0.5040135192226447,0.07532741867342628,0.06269539501478665,0.11195606252640473,0.2860583016476553,0.21419518377693283,0.1305027460920997,11930,1783,1484,2650,6771,5070,3089
Nunspeet,4,27985,45.30709308558156,48.61828131521588,0.5051992138645703,0.04430945149187065,0.028551009469358585,0.14675719135251028,0.34046810791495447,0.13439342504913346,0.04716812578166875,14138,1240,799,4107,9528,3761,1320
Oegstgeest,26,25020,45.94460210240217,59.21806295144198,0.5175459632294165,0.15807354116706634,0.09892086330935251,0.09672262190247802,0.21151079136690648,0.1665867306155076,0.24788169464428458,12949,3955,2475,2420,5292,4168,6202
Oirschot,339,18812,48.21603231979587,51.84181701030928,0.4945247714224963,0.05236019561981714,0.033010844142037,0.14161173718902828,0.3508398894322773,0.1762704656602169,0.08074633212842866,9303,985,621,2664,6600,3316,1519
Oisterwijk,60,26511,48.86647052167025,51.4949649635714,0.5074874580362868,0.07204556599147524,0.049149409679001166,0.1332654369884199,0.3099845347214364,0.1934668628116631,0.1036173663762212,13454,1910,1303,3533,8218,5129,2747
Oldambt,213,38220,49.70486656200942,45.42210637413247,0.5002093144950288,0.059576138147566716,0.054604918890633174,0.169570905285191,0.40096807953950814,0.1152014652014652,0.034196755625327056,19118,2277,2087,6481,15325,4403,1307
Oldebroek,206,23723,45.07140749483624,48.27339847991314,0.4970282004805463,0.03840155123719597,0.024111621633014373,0.15487080048897695,0.34793238629178436,0.11760738523795473,0.04004552543944695,11791,911,572,3674,8254,2790,950
Oldenzaal,68,31662,47.923883519676586,48.83469064803736,0.5049586254816499,0.09326637609753016,0.06417787884530352,0.13713599898932474,0.3282799570463016,0.19007011559598255,0.07163160886867538,15988,2953,2032,4342,10394,6018,2268
Olst-Wijhe,235,18336,47.90706806282723,50.11059753483387,0.49143760907504364,0.04608420593368237,0.03855802792321117,0.13285340314136126,0.356293630017452,0.16404886561954624,0.0699716404886562,9011,845,707,2436,6533,3008,1283
Ommen,112,18273,47.299567668144256,48.88124572210815,0.4932961199584086,0.05346686367865156,0.029989602145241614,0.13347561976686914,0.34799978109779456,0.15941553111147594,0.06145679417720133,9014,977,548,2439,6359,2913,1123
Oost Gelre,176,29517,47.949791645492425,49.319064557013775,0.4935460920825287,0.04146762882406749,0.04180641664125758,0.13727682352542603,0.37286987159941726,0.1772199071721381,0.05288477826337365,14568,1224,1234,4052,11006,5231,1561
Oosterhout,29,56131,47.71315315957314,50.64714882084235,0.5066718925371008,0.14026117475191963,0.06967629295754574,0.14275534018634978,0.32988900963816786,0.16862339883486843,0.07429049901124156,28440,7873,3911,8013,18517,9465,4170
Ooststellingwerf,174,25428,49.14484033349064,46.731588200820475,0.49834827748938176,0.04042787478370301,0.03291647003303445,0.15262702532641184,0.3768680195060563,0.1471606103507944,0.0468774579204027,12672,1028,837,3881,9583,3742,1192
Oostzaan,138,9676,47.31676312525837,52.750191766811554,0.5079578338156263,0.09042992972302605,0.05735841256717652,0.13766019016122363,0.33836295990078546,0.1681479950392724,0.08588259611409674,4915,875,555,1332,3274,1627,831
Opmeer,283,11982,46.791687531296944,49.62463695543315,0.49098647971957937,0.06025705224503422,0.035469871473877486,0.14371557336004007,0.37764980804540144,0.157068936738441,0.050909697880153565,5883,722,425,1722,4525,1882,610
Opsterland,170,29759,47.43979972445311,48.257111412123265,0.4983030343761551,0.03182230585705165,0.03289761080681475,0.14358681407305354,0.35942067945831513,0.16589939178063778,0.05729359185456501,14829,947,979,4273,10696,4937,1705
Oss,75,92403,46.49840373148058,49.882702222693474,0.49672629676525654,0.1455472224927762,0.054868348430245774,0.1539127517504843,0.3475536508554917,0.15451879267989135,0.06213001742367672,45899,13449,5070,14222,32115,14278,5741
Oude IJsselstreek,119,39289,48.99027717681794,46.878544144591785,0.4951513146173229,0.07788439512331696,0.05805696250859019,0.1592557713354883,0.37903738960014255,0.14810761281783705,0.04362544223574028,19454,3060,2281,6257,14892,5819,1714
Ouder-Amstel,105,14097,46.56700007093708,55.46547450424929,0.5107469674398808,0.1932326026814216,0.0978222316804994,0.1083209193445414,0.2618996949705611,0.1827339150173796,0.18663545435198978,7200,2724,1379,1527,3692,2576,2631
Oudewater,257,10121,46.514771267661295,52.24846926279697,0.5056812567928071,0.0564173500642229,0.034186345222804074,0.12785297895464875,0.3472976978559431,0.16332378223495703,0.07034877976484537,5118,571,346,1294,3515,1653,712
Overbetuwe,313,48151,45.92741583767731,51.95976365395174,0.5034786401113165,0.06647837012730784,0.05401756972856223,0.1311083881954684,0.31523748208759944,0.17505347760171128,0.09245913895869244,24243,3201,2601,6313,15179,8429,4452
Papendrecht,132,32149,47.09639491119475,51.62944515232248,0.5090049457214844,0.12208777878005536,0.07085756944228436,0.1415596130517279,0.35970014619428287,0.15689446016983422,0.05518056549192821,16364,3925,2278,4551,11564,5044,1774
Peel en Maas,126,43587,48.231949893316816,49.15123916763261,0.49163741482552137,0.07350815610158992,0.04333861013604974,0.14947117259733406,0.3550829375731296,0.1748686534976025,0.05618647761947369,21429,3204,1889,6515,15477,7622,2449
Pekela,259,12154,48.387362185288794,44.04528912252325,0.49473424387033077,0.0446766496626625,0.04451209478361033,0.18265591574790194,0.41270363666282706,0.08548625966759914,0.019499753167681422,6013,543,541,2220,5016,1039,237
Pijnacker-Nootdorp,334,55602,43.39252185173195,56.120285734426766,0.5024819251106075,0.15094780763281895,0.07310888097550448,0.11816121722240207,0.27784971763605626,0.1826732851336283,0.1286464515664904,27939,8393,4065,6570,15449,10157,7153
Purmerend,202,81577,46.964230113880134,50.57269998499174,0.5126199786704586,0.20024026379984555,0.08381038773183618,0.15162361940252767,0.36905009990561066,0.15017713326060042,0.054145163465192395,41818,16335,6837,12369,30106,12251,4417
Putten,111,24321,46.072529912421366,49.32376047031892,0.5040499979441635,0.04843550840837137,0.03170099913654866,0.15028164960322354,0.3306196291270918,0.14374408947000533,0.055672052958348754,12259,1178,771,3655,8041,3496,1354
Raalte,291,37864,47.72498943587576,49.54715701785541,0.49830974012254386,0.04267906190576801,0.02641031058525248,0.13181386013099514,0.35403021339530955,0.17565497570251426,0.06010986689203465,18868,1616,1000,4991,13405,6651,2276
Reimerswaal,242,22874,42.71002011016875,48.3895593760674,0.4944041269563697,0.11270438051936697,0.0378595785608114,0.14300078691964677,0.36237649733321675,0.10553466818221562,0.023170411821281805,11309,2578,866,3271,8289,2414,530
Renkum,298,31364,51.47372784083663,52.872506952721494,0.5111592909067721,0.0814628236194363,0.07597882923096544,0.11857543680652978,0.267663563321005,0.19885856395867874,0.16129957913531437,16032,2555,2383,3719,8395,6237,5059
Renswoude,130,5553,41.31694579506573,52.77469711090401,0.4990095443904196,0.05456509994597515,0.028993336934990094,0.13019989195029713,0.36142625607779577,0.13019989195029713,0.04952278047902035,2771,303,161,723,2007,723,275
Reusel-De Mierden,184,13107,46.44609750514992,50.40762846218409,0.4887464713511864,0.049439230945296404,0.03959716182192721,0.13839932860303655,0.36011291676203555,0.16273746852826734,0.051728084229800866,6406,648,519,1814,4720,2133,678
Rheden,317,43454,49.91630229668155,48.99425287356322,0.510816035347724,0.09959957656372256,0.07087955078934045,0.14270262806646108,0.31849772172872465,0.17805035209646983,0.09828784461729645,22197,4328,3080,6201,13840,7737,4271
Rhenen,252,20183,46.23024327404251,50.408204608761714,0.5024525590843779,0.073725412475846,0.049744834761928355,0.14100976068968935,0.31585988207897736,0.15181092999058612,0.08457612842491205,10141,1488,1004,2846,6375,3064,1707
Ridderkerk,208,46608,48.19222021970477,50.008731996911855,0.5164778578784758,0.1463697219361483,0.06501029866117405,0.1513474081702712,0.35487469962238244,0.1399330587023687,0.04894009612083763,24072,6822,3030,7054,16540,6522,2281
Rijssen-Holten,43,38157,43.96582540556123,48.19468906652215,0.5010614041984432,0.057918599470608276,0.025499908273711246,0.1335272689152711,0.35083995072987917,0.14542547894226485,0.04801216028513772,19119,2210,973,5095,13387,5549,1832
