parents_abroad,utility_mean,utility_sd,edge_count,decile_0,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9,filename
0,-0.0005196450710002761,0.00409744889421317,2004873748,-0.005557516376816317,-0.004449690218581411,-0.0036821613717636916,-0.002893293477130076,-0.0020075780000628107,-0.0009697079205744318,0.000287620325719942,0.0018734630658664051,0.00404194466213641,0.008160468619368264,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim17_parents_abroad_edge_similarity.csv
1,-0.00034236117246154413,0.004178183889225874,357432342,-0.0055559608954377695,-0.004430424550478073,-0.003611006777082852,-0.002767582673537233,-0.00182720023938569,-0.0007372801839777898,0.0005637905111314207,0.0021818261702793067,0.004363981410542238,0.008396245545826103,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim17_parents_abroad_edge_similarity.csv
2,-0.00019844295771292048,0.004190494312412144,503733726,-0.005528623515960142,-0.004355484125238525,-0.0035018388077843465,-0.0026235556944745053,-0.0016490934099602037,-0.0005306923371563482,0.0007889918441032306,0.0024080232674456837,0.004558796425910463,0.008449046813298852,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim17_parents_abroad_edge_similarity.csv
0,0.000297531599283263,0.004603482969847215,2004873748,-0.005342130947665635,-0.004160487693193538,-0.0033004337511296695,-0.0024150872526414423,-0.001420771794415248,-0.00024407474033021978,0.0012108229772602416,0.003073163442130283,0.005606485559849441,0.009967830213069025,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim18_parents_abroad_edge_similarity.csv
1,-0.00031766574980211294,0.004337497667235953,357432342,-0.00546465712244913,-0.004390960370744433,-0.00361265052965335,-0.0028238794174350362,-0.0019491769352710648,-0.0009231381158739694,0.0003478578244320888,0.0020344785209967537,0.004502681830559619,0.009102786868914256,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim18_parents_abroad_edge_similarity.csv
2,-0.00041845143980966213,0.004232394595975307,503733726,-0.005485007665948438,-0.0043939508894987175,-0.0036174514662286284,-0.002838274494061072,-0.0019797287159380255,-0.0009788322543757737,0.00024965992581425333,0.0018581314041713416,0.004211516485496245,0.008789423319910972,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim18_parents_abroad_edge_similarity.csv
0,-0.0002341038396103215,0.003986495098725181,2004873748,-0.00528261473797864,-0.004117084270681162,-0.0033096269351733376,-0.002498231031764487,-0.0016118592623189604,-0.0005954345898247813,0.0006168014374700152,0.002133518876095523,0.004199683316228449,0.008123808818353104,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim20_parents_abroad_edge_similarity.csv
1,0.000026840479285153947,0.004114705411551745,357432342,-0.005259646002679822,-0.004066604743918363,-0.0031985349176574768,-0.002318545245177798,-0.0013600235176276848,-0.00027347969335114107,0.0010024082802022184,0.002566960547042369,0.004654974644739283,0.008520895479603966,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim20_parents_abroad_edge_similarity.csv
2,-0.00040017765689827394,0.004044908050969914,503733726,-0.005440561152827068,-0.004314101535343026,-0.0035228484684968592,-0.0027163246296295664,-0.0018281436742689976,-0.0008053762848228578,0.000421432344954854,0.0019680029222280573,0.004095414219186724,0.008140729729856886,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim20_parents_abroad_edge_similarity.csv
0,0.00018932125447771624,0.004912117679772154,2004873748,-0.0055014119193272405,-0.00447482928501872,-0.003701614239680746,-0.0028904265016402486,-0.0019264370693742672,-0.0006651655863686355,0.0010833564216151724,0.0033970985877565946,0.0062003924986897075,0.010372249660539174,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim27_parents_abroad_edge_similarity.csv
1,0.0001337744833940268,0.0049273419639387205,357432342,-0.005570065716060075,-0.004548354570906506,-0.0037702015130596928,-0.0029517283354924986,-0.0019812704827820693,-0.0007198235654572211,0.001019643794818725,0.0033317928759015345,0.006164803386380283,0.010362949022138723,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim27_parents_abroad_edge_similarity.csv
2,0.00010757421931122353,0.0050200554531087535,503733726,-0.00560204246170112,-0.004597380720234365,-0.00383167885968901,-0.0030298679095779185,-0.002081049312619511,-0.0008431516488594668,0.0008958158631452775,0.0032765051028059034,0.006249137371997407,0.010639454816939925,collapsed_2022_len20_window2_walks100_dim32_dine_utilities_dim27_parents_abroad_edge_similarity.csv
