municipality,id,n,mean_age,mean_gross_income_percentile,prop_female,prop_both_parents_abroad,prop_one_parent_abroad,prop_vocational_edu,prop_higher_vocational_edu,prop_bachelor_edu,prop_master_doctorate_edu,n_female,n_both_parents_abroad,n_one_parent_abroad,n_vocational_edu,n_higher_vocational_edu,n_bachelor_edu,n_master_doctorate_edu
Heerlen,104,86694,48.083489053452375,45.99625358216258,0.5002422312962835,0.1822271437469721,0.1179205019955245,0.17123445682515515,0.35625302789120356,0.13795649064525803,0.05705123768657577,43368,15798,10223,14845,30885,11960,4946
Heeze-Leende,75,16451,48.44684213725609,53.071635150166856,0.49705185095130994,0.06583186432435718,0.051911737888274266,0.11342775515166251,0.31001154944988146,0.21147650598747797,0.11895933377910158,8177,1083,854,1866,5100,3479,1957
Heiloo,209,24376,49.025106662290774,52.9146305125149,0.5057843780767969,0.06489990154250082,0.06867410567771579,0.10612897932392518,0.2964801444043321,0.22505743354118804,0.13447653429602888,12329,1582,1674,2587,7227,5486,3278
Hellendoorn,126,35894,46.382069426645124,48.77778918197681,0.4993592243829052,0.04287624672647239,0.029280659720287514,0.13506435615980386,0.38418677216247843,0.16250626845712376,0.054187329358667186,17924,1539,1051,4848,13790,5833,1945
Hellevoetsluis,36,40504,46.57411613667786,52.23331305141466,0.5062956745012839,0.12569128974916058,0.07601718348805056,0.14855322931068538,0.3941092237803674,0.13361643294489434,0.0445881888208572,20507,5091,3079,6017,15963,5412,1806
Helmond,294,93361,44.16126648172149,49.30489126126364,0.4953031779865254,0.22100234573322908,0.07340324118207817,0.1627553260997633,0.3336189629502683,0.14365741583744818,0.06241364167050482,46242,20633,6853,15195,31147,13412,5827
Hendrik-Ido-Ambacht,129,31647,42.184756848990425,54.15626940431345,0.5081050336524789,0.09884033241697475,0.05940531487976743,0.11817865832464372,0.32489651467753655,0.1695895345530382,0.0676209435333523,16080,3128,1880,3740,10282,5367,2140
Hengelo,78,81343,45.69070479328276,48.77562479521015,0.4960598945207332,0.16596388134197165,0.0768351302509128,0.12773072052911744,0.3564412426391945,0.18795716902499293,0.07969954390666684,40351,13500,6250,10390,28994,15289,6483
Het Hogeland,91,47945,47.668432578996764,46.97613525076027,0.49767441860465117,0.047867348002920015,0.03718844509333612,0.14224632391281677,0.3834810720617374,0.15023464386275942,0.06284284075503181,23861,2295,1783,6820,18386,7203,3013
Heumen,153,17148,47.69314205738279,52.509628008752735,0.5015162118031258,0.10158619080942384,0.06735479356193141,0.10975040821087008,0.2969442500583158,0.18754373687893633,0.15086307441101002,8600,1742,1155,1882,5092,3216,2587
Heusden,40,45479,46.18837265551134,51.023745075442875,0.4977242243672904,0.10609292200795972,0.04692275555751006,0.13786582818443677,0.34193803733591327,0.16966072253127817,0.07651883286791707,22636,4825,2134,6270,15551,7716,3480
Hillegom,282,22281,45.99721736008258,52.29978574960172,0.502894843139895,0.13033526322875993,0.06588573223822988,0.13765091333423096,0.34441901171401645,0.16529778735245276,0.07957452538036892,11205,2904,1468,3067,7674,3683,1773
Hilvarenbeek,1,15780,47.58307984790874,51.79255560599183,0.4991761723700887,0.04404309252217997,0.04062103929024081,0.12167300380228137,0.33174904942965777,0.2093789607097592,0.09074778200253486,7877,695,641,1920,5235,3304,1432
Hilversum,182,91552,44.34085547011534,53.75725080564507,0.5085306710940231,0.2155277874868927,0.09007995456134218,0.11890510311080042,0.2758541593848305,0.17904578818594896,0.14955435162530584,46557,19732,8247,10886,25255,16392,13692
Hoeksche Waard,148,88596,46.74804731590591,52.57121979734996,0.5063434015079687,0.05502505756467561,0.04675154634520746,0.1342159916926272,0.35808614384396587,0.1684274685087363,0.06329856878414375,44860,4875,4142,11891,31725,14922,5608
Hof van Twente,136,35018,48.52210291849906,49.0834725679408,0.500371237649209,0.054286367011251356,0.041692843680392944,0.12993317722314238,0.36429836084299505,0.17959335199040494,0.07281969272945342,17522,1901,1460,4550,12757,6289,2550
Hollands Kroon,168,48716,46.197039986862634,49.04905987135081,0.4914401839231464,0.08389440840791526,0.04206010345676985,0.1453937104852615,0.39219147713276953,0.14516791197963708,0.041013219476147465,23941,4087,2049,7083,19106,7072,1998
Hoogeveen,202,55807,45.86399555611303,46.82666516904414,0.49821706954324724,0.08228358449656853,0.03624993280412851,0.16064293009837474,0.38749619223394915,0.12441091619330909,0.03377712473345638,27804,4592,2023,8965,21625,6943,1885
Hoorn,177,74197,44.74779303745434,50.47672135511997,0.5070690189630308,0.17810693154709759,0.07516476407401916,0.1404234672560885,0.3417658395892017,0.16813348248581478,0.06796770758925563,37623,13215,5577,10419,25358,12475,5043
Horst aan de Maas,250,42976,47.221076880119135,49.29525618788029,0.4958116157855547,0.08655994043186895,0.041511541325390915,0.1457325018615041,0.36997393894266567,0.17993763961280715,0.062127699180938196,21308,3720,1784,6263,15900,7733,2670
Houten,344,50272,43.48277371101209,55.70243706749574,0.5067830999363463,0.0994788351368555,0.0694024506683641,0.11493475493316359,0.27211966900063655,0.19100095480585613,0.15927355187778486,25477,5001,3489,5778,13680,9602,8007
Huizen,107,40884,47.8535123764798,51.70004533776636,0.5179287740925546,0.13790235789061736,0.08032482144604246,0.12777614714802857,0.3277810390372762,0.18276098229136092,0.09734859602778594,21175,5638,3284,5224,13401,7472,3980
Hulst,68,27511,49.58136745301879,49.10332546854828,0.5001635709352623,0.17516629711751663,0.12478644905674094,0.15466540656464686,0.3623277961542656,0.15077605321507762,0.05641379811711679,13760,4819,3433,4255,9968,4148,1552
IJsselstein,163,33384,44.95959142104002,52.93464436684433,0.513868919242751,0.14605799185238438,0.06706805655403786,0.13578360891445004,0.32794152887610833,0.18359094176851187,0.08701773304577043,17155,4876,2239,4533,10948,6129,2905
Kaag en Braassem,120,27870,46.1086472909939,52.59103604783102,0.4946178686759957,0.08815931108719052,0.04607104413347686,0.13710082526013634,0.3444205238607822,0.1702188733405095,0.07886616433440977,13785,2457,1284,3821,9599,4744,2198
Kampen,248,54735,42.428044213026396,48.3635284533923,0.49953411893669497,0.06995523887823148,0.03655796108522883,0.1364392070887001,0.34800401936603637,0.15527541792271854,0.05314698090801133,27342,3829,2001,7468,19048,8499,2909
Kapelle,92,13001,45.37204830397662,50.4942726231386,0.5022690562264441,0.05791862164448888,0.044765787247134835,0.12614414275824937,0.34966541035304977,0.173986616414122,0.061456811014537344,6530,753,582,1640,4546,2262,799
Katwijk,236,65977,43.47186140624763,50.6820002310625,0.5032208193764494,0.08419600769965291,0.03852857814086727,0.14859723843157463,0.35098594964912017,0.1298482804613729,0.057338163299331585,33201,5555,2542,9804,23157,8567,3783
Kerkrade,116,45234,49.683888225670955,45.50525553708371,0.4981208825219967,0.19301852588760668,0.12985807136224964,0.18225228810187027,0.37504974134500596,0.12050669850112747,0.04003625591369324,22532,8731,5874,8244,16965,5451,1811
Koggenland,184,23021,45.80092089831024,50.56115032128937,0.49572129794535424,0.052213196646540116,0.03939880978237262,0.13596281655879414,0.370791885669606,0.1689761522088528,0.05642674080187655,11412,1202,907,3130,8536,3890,1299
Krimpen aan den IJssel,62,29403,46.20630547903275,49.86907069923743,0.5174982144679114,0.12012379689147366,0.0589055538550488,0.13974764479814986,0.33795871169608543,0.15284154678094072,0.0631568207325783,15216,3532,1732,4109,9937,4494,1857
Krimpenerwaard,216,57003,45.3534024525025,51.03286837322355,0.5039208462712489,0.07597845727417855,0.04329596687893619,0.1393084574496079,0.3482097433468414,0.15888637440134729,0.063294914302756,28725,4331,2468,7941,19849,9057,3608
Laarbeek,317,22918,46.852124967274634,50.24764690241957,0.49415306745789334,0.058120254821537654,0.03913954097216162,0.14765686360066324,0.3526922069988655,0.16751025394886115,0.0662361462605812,11325,1332,897,3384,8083,3839,1518
Landgraaf,208,36968,49.63495455529106,48.04622616871246,0.5078175719541225,0.10933780566976845,0.1211858904998918,0.1622213806535382,0.37302531919497944,0.14653213590132005,0.05258602034191733,18773,4042,4480,5997,13790,5417,1944
Landsmeer,141,11545,46.32247726288436,53.655022309282835,0.5171069727154612,0.11017756604590732,0.08384582070160243,0.11736682546556951,0.2886964053702902,0.18033780857514076,0.1249025552187094,5970,1272,968,1355,3333,2082,1442
Lansingerland,217,64063,42.20251939497057,56.20825581157613,0.507078969139753,0.12703120365889828,0.07503551191795577,0.11302936172205486,0.2701715498805863,0.1839283205594493,0.12412781168537221,32485,8138,4807,7241,17308,11783,7952
Laren,155,11521,51.39224025692214,55.13186054539178,0.5276451696901311,0.0975609756097561,0.1181321065879698,0.10762954604635014,0.23739258744900615,0.18270983421577988,0.20032983247981945,6079,1124,1361,1240,2735,2105,2308
Leeuwarden,278,125210,44.04040412107659,47.220861428374846,0.5025157735005191,0.12343263317626388,0.06132098075233607,0.12774538774858238,0.3663125948406677,0.19896174426962704,0.06831722705854165,62920,15455,7678,15995,45866,24912,8554
Leiden,331,124793,42.33870489530663,50.77579038586993,0.5155497503866403,0.240814789291066,0.08806583702611524,0.09357095349899433,0.2720024360340724,0.19372881491750338,0.2295240918961801,64337,30052,10990,11677,33944,24176,28643
Leiderdorp,118,27438,46.73598658794373,53.94083926732053,0.5153801297470662,0.1548217800131205,0.08109191632043151,0.11352868284860412,0.2876667395582768,0.18055251840513156,0.15088563306363437,14141,4248,2225,3115,7893,4954,4140
Leidschendam-Voorburg,221,76557,46.70210431443238,54.6504224055751,0.5182804968846741,0.24306072599501025,0.09579790221664904,0.11153780843031989,0.26197473777708113,0.17085308985461814,0.16988648980498192,39678,18608,7334,8539,20056,13080,13006
Lelystad,269,81106,43.117895100239195,49.27692957482088,0.497164204867704,0.2592903114442828,0.09298942125120213,0.15546322097008852,0.3508001874090696,0.1361058368061549,0.05412669839469336,40323,21030,7542,12609,28452,11039,4390
Leudal,67,35885,49.20002786679671,50.081694452763635,0.4934373693743904,0.07894663508429706,0.05776786958339139,0.13579490037620176,0.3710742650132367,0.18283405322558172,0.07178486832938553,17707,2833,2073,4873,13316,6561,2576
Leusden,13,30689,46.62605493825149,54.24739237243768,0.5110300107530386,0.0752060999055036,0.06979699566619961,0.10997425787741535,0.30398514125582454,0.20512235654469027,0.12704877969304962,15683,2308,2142,3375,9329,6295,3899
Lingewaard,17,46914,46.69305537792557,50.69511273295973,0.5042631197510338,0.05682738628128064,0.05256426653024684,0.1381463955322505,0.34143326086029757,0.17297608389819671,0.08059427889329411,23657,2666,2466,6481,16018,8115,3781
Lisse,90,22972,47.034825004353124,51.47557894736842,0.5063990945498869,0.09468048058506007,0.05328225666028208,0.13468570433571303,0.34707469963433746,0.17199199024899878,0.0740901967612746,11633,2175,1224,3094,7973,3951,1702
Lochem,270,34017,50.514566246288624,50.00968153769771,0.5050415968486345,0.05997001499250375,0.050974512743628186,0.12411441338154452,0.3269835670400094,0.1917864597113208,0.11608901431637123,17180,2040,1734,4222,11123,6524,3949
Loon op Zand,89,23738,47.244881624399696,50.23123474369406,0.5050130592299267,0.07978768219732076,0.042758446372904206,0.1410396832083579,0.365489931754992,0.16686325722470302,0.06209453197405004,11988,1894,1015,3348,8676,3961,1474
Lopik,261,14499,44.16690806262501,51.45966643975493,0.48927512242223603,0.06586661149044762,0.0382785019656528,0.14814814814814814,0.37361197323953377,0.13794054762397406,0.05421063521622181,7094,955,555,2148,5417,2000,786
Losser,225,23050,47.4085032537961,47.84050781458367,0.49462039045553147,0.06629067245119306,0.08039045553145337,0.13904555314533623,0.3798698481561822,0.15275488069414317,0.05622559652928417,11401,1528,1853,3205,8756,3521,1296
Maasdriel,311,25471,45.73079188096266,51.12664679296086,0.48910525695889445,0.10757331867614149,0.037689921871932784,0.15099524949943072,0.35169408346747283,0.15095598916414746,0.0657218012641828,12458,2740,960,3846,8958,3845,1674
Maasgouw,38,23977,50.54147724903032,50.42871531449867,0.49660090920465444,0.07186053301080202,0.07945114067648162,0.13350294031780457,0.36501647412103266,0.1907244442590816,0.0755724235725904,11907,1723,1905,3201,8752,4573,1812
Maassluis,24,34118,45.81080368134123,50.389918592818724,0.5083826719033941,0.22369423764581745,0.07145788147019169,0.14356058385602907,0.3368896183832581,0.14959845242980244,0.055483908787150475,17345,7632,2438,4898,11494,5104,1893
Maastricht,55,120929,45.652275302036735,45.539539903082876,0.5217524332459542,0.25749820142397606,0.08467778613897411,0.12050872826203805,0.34346600071116107,0.1802876067775306,0.14179394520751845,63095,31139,10240,14573,41535,21802,17147
Medemblik,121,45354,46.145874674780615,49.12517208800108,0.49179785685937294,0.09178903735061957,0.048132469021475506,0.15065925827931384,0.3621731269568285,0.1458526260087313,0.05086651673501786,22305,4163,2183,6833,16426,6615,2307
Meerssen,296,18556,50.39496658762664,51.4633346198379,0.5076525113170942,0.06617805561543436,0.06860314723000646,0.13160163828411295,0.3303513688294891,0.19670187540418194,0.10907523173097651,9420,1228,1273,2442,6130,3650,2024
Meierijstad,114,82496,46.06546984096199,50.51622756777396,0.4955634212567882,0.11095083397982933,0.04255963925523662,0.13972798681148177,0.34495005818463925,0.1721416795965865,0.06856089992242048,40882,9153,3511,11527,28457,14201,5656
Meppel,318,34721,45.0774459260966,49.91445438282648,0.5121684283286771,0.0832349298695314,0.045476800783387575,0.12989257221854209,0.36012787650125283,0.18127358083004522,0.07151291725468736,17783,2890,1579,4510,12504,6294,2483
Middelburg,330,49147,46.03438663601034,49.19275862938403,0.5130730258204977,0.13121858913056747,0.0708079842106334,0.12171648320345087,0.3544875577349584,0.175595661993611,0.0783364193134881,25216,6449,3480,5982,17422,8630,3850
Midden-Delfland,332,19465,45.497045979964035,54.08845006032129,0.49899820190084765,0.0874903673259697,0.05101464166452607,0.10963267403031081,0.2945286411507835,0.19933213460056512,0.1205240174672489,9713,1703,993,2134,5733,3880,2346
Midden-Drenthe,288,33632,48.126575880114174,49.29624578278659,0.5003865366317792,0.04323263558515699,0.031874405328258804,0.1283301617507136,0.3970325880114177,0.16965984776403426,0.06276760228353949,16829,1454,1072,4316,13353,5706,2111
Midden-Groningen,336,60792,47.43972891169891,47.078936655267874,0.4979767074615081,0.10297407553625477,0.05281944992762205,0.14921371233056982,0.3966969338070799,0.1358402421371233,0.04862481905513883,30273,6260,3211,9071,24116,8258,2956
Moerdijk,249,37268,47.15211441451111,51.28884838226678,0.4979607169689814,0.08476440914457443,0.047171836428034776,0.14814317913491468,0.38035311795642374,0.15667596865943972,0.051250402490071914,18558,3159,1758,5521,14175,5839,1910
Molenlanden,321,44613,43.60152870239616,50.790439510647936,0.4940712348418622,0.04740770627395602,0.029677448277407932,0.13814359043328178,0.36310044157532556,0.13998161970726022,0.054513258467262904,22042,2115,1324,6163,16199,6245,2432
Montferland,133,36303,48.253780679282706,48.05171448334925,0.49891193565270087,0.06682643307715616,0.06090405751590778,0.15472550477921934,0.3867999889816269,0.1474533785086632,0.05142825661791037,18112,2426,2211,5617,14042,5353,1867
Montfoort,313,13803,44.88727088314135,52.58346595932803,0.5011229442874737,0.06534811272911686,0.04462797942476273,0.136999203071796,0.337897558501775,0.17119466782583495,0.08164891690212273,6917,902,616,1891,4664,2363,1127
Mook en Middelaar,167,7973,50.46895773234667,52.42104486422668,0.5060830302270162,0.0684811237928007,0.07613194531543961,0.11626740248338141,0.3104226765332999,0.20356202182365485,0.15778251599147122,4035,546,607,927,2475,1623,1258
Neder-Betuwe,187,25018,41.51714765368934,48.36089013674414,0.494563913981933,0.0710688304420817,0.025061955392117675,0.14957230793828444,0.3614197777600128,0.103365576784715,0.03545447277959869,12373,1778,627,3742,9042,2586,887
Nederweert,10,17304,48.02022653721683,49.83922383922384,0.4923139158576052,0.059754969949144705,0.042706888580674986,0.13858067498844198,0.3543111419325012,0.17990060101710587,0.0691169671752196,8519,1034,739,2398,6131,3113,1196
Nieuwegein,23,64455,45.11245054689318,52.23378665050382,0.5045845939027228,0.21248933364362735,0.08194864634240943,0.1394150958032736,0.3466294313862385,0.15958420603521836,0.08685129159878985,32523,13696,5282,8986,22342,10286,5598
Nieuwkoop,191,29233,46.04830157698491,52.132515856236786,0.49433858994971436,0.07751513700270242,0.0420073204939623,0.13265829712995586,0.3538808880374919,0.16084561967639313,0.06872370266479663,14451,2266,1228,3878,10345,4702,2009
Nijkerk,210,44253,43.99830519964748,50.961175265942316,0.5010507762185614,0.0848078096400244,0.04246039816509615,0.13384403317289223,0.32632815854292363,0.1665197839694484,0.06935123042505593,22173,3753,1879,5923,14441,7369,3069
Nijmegen,73,178690,42.324651631316804,48.91645887842167,0.5158822541832223,0.18509709552856904,0.084890033018076,0.09547260618949018,0.27241031954782025,0.20959762717555544,0.19680452179752644,92183,33075,15169,17060,48677,37453,35167
Nissewaard,4,86237,45.422208564769186,51.67506840588942,0.5101522548326125,0.19172744877488782,0.08093973584424319,0.15087491447986362,0.39550309032085995,0.12464487400999572,0.03900877813467537,43994,16534,6980,13011,34107,10749,3364
Noardeast-Frysl�n,291,45534,45.801357227566214,45.850380458756064,0.4968155663899504,0.033798919488733696,0.028264593490578468,0.15160100144946634,0.38940132648131065,0.13780910967628585,0.03792770237624632,22622,1539,1287,6903,17731,6275,1727
Noord-Beveland,47,7662,51.292090837901334,48.828208658406,0.49752022970503784,0.0858783607413208,0.05520751761942052,0.1294701122422344,0.40942312712085616,0.16731923779691987,0.05807883059253459,3812,658,423,992,3137,1282,445
Noordenveld,268,31204,49.77778489937187,49.6652041056178,0.5031406229970516,0.03977054223817459,0.03829637225996667,0.13123317523394437,0.3325214716062043,0.1884053326496603,0.1002115113446994,15700,1241,1195,4095,10376,5879,3127
Noordoostpolder,286,48001,43.41453303056186,48.341113535955714,0.49336472156830063,0.12585154475948418,0.04322826607779005,0.14030957688381493,0.3650757275890086,0.1501635382596196,0.040957480052498905,23682,6041,2075,6735,17524,7208,1966
Noordwijk,119,44301,46.89402045100562,52.02866638969672,0.4972573982528611,0.1198618541342182,0.06340714656554028,0.12419584208031421,0.3252071059344033,0.1813051624116837,0.0967698246089253,22029,5310,2809,5502,14407,8032,4287
"Nuenen, Gerwen en Nederwetten",60,23791,48.276659240889416,53.546803828240954,0.5053171367323778,0.07960993653062082,0.06262872514816527,0.11020974318019419,0.28880669160606953,0.21638434702198311,0.13278130385439874,12022,1894,1490,2622,6871,5148,3159
Nunspeet,127,28187,44.442686344768866,48.71082132235186,0.5054812502217334,0.04509170894383936,0.028169014084507043,0.14286727924220385,0.35065810480008514,0.1361620605243552,0.04814276084719906,14248,1271,794,4027,9884,3838,1357
Oegstgeest,72,25462,45.10501924436415,58.58360807747785,0.5172806535228969,0.16593354803236196,0.09881391878092845,0.09445448118765219,0.21329824837012018,0.16589427381980992,0.2535935904485115,13171,4225,2516,2405,5431,4224,6457
Oirschot,170,19039,47.58884395188823,51.91014088082244,0.4958243605231367,0.05593781185986659,0.03303744944587426,0.13682441304690374,0.35343242817374865,0.18136456746677873,0.08430064604233416,9440,1065,629,2605,6729,3453,1605
Oisterwijk,139,32461,48.15770178681454,51.687154410381794,0.5024182865592557,0.06915991497489295,0.0467946150765534,0.12562767628846924,0.31520902005483503,0.19768337389482765,0.10745201934629248,16309,2245,1519,4078,10232,6417,3488
Oldambt,110,38462,48.84153190161718,45.46150209587444,0.4984660184077791,0.06260724871301544,0.05501533981592221,0.16564401227185274,0.409729083251001,0.12048255420934949,0.035125578493058085,19172,2408,2116,6371,15759,4634,1351
Oldebroek,251,23894,44.240646187327364,48.33224668661821,0.49723780028459025,0.04001004436260149,0.02498535197120616,0.15049803297899053,0.3595044781116598,0.1235038084874864,0.04201891688289947,11881,956,597,3596,8590,2951,1004
Oldenzaal,231,31708,47.11864513687397,48.84429078962448,0.5043206761700517,0.09388797779740128,0.06430553803456542,0.13454017913460325,0.33524662545729783,0.192033556200328,0.0754383751734578,15991,2977,2039,4266,10630,6089,2392
Olst-Wijhe,39,18486,47.01622849724116,50.280338601944315,0.4924267012874608,0.046413502109704644,0.039272963323596234,0.12858379314075516,0.3617332035053554,0.16958779617007466,0.07394785242886509,9103,858,726,2377,6687,3135,1367
Ommen,157,18431,46.62969996202051,48.92547625436008,0.4928110249036949,0.05387662091042266,0.0297867722858228,0.13064944929737943,0.35282947208507404,0.16488524768053822,0.06402257066898161,9083,993,549,2408,6503,3039,1180
Oost Gelre,14,29562,47.18412150734051,49.533468972533065,0.49424937419660375,0.042825248629997974,0.04140450578445301,0.13439550774643122,0.37788376970435017,0.17962248832961233,0.05713415871727218,14611,1266,1224,3973,11171,5310,1689
Oosterhout,302,56475,46.897476759628155,50.66408128777867,0.507020805666224,0.14411686586985392,0.06997786631252767,0.1389818503762727,0.33405931828242585,0.172979194333776,0.07592740150509075,28634,8139,3952,7849,18866,9769,4288
Ooststellingwerf,86,25636,48.37174286160087,46.85931485758275,0.49937587767202374,0.04212825713839913,0.03420970510220003,0.1482290528943673,0.3862146980808238,0.15072554220627243,0.048993602746138246,12802,1080,877,3800,9901,3864,1256
Oostzaan,338,9630,46.6269989615784,52.99296225207934,0.5078920041536864,0.0940809968847352,0.058878504672897194,0.128141225337487,0.3462097611630322,0.1711318795430945,0.0881619937694704,4891,906,567,1234,3334,1648,849
Opmeer,111,12060,46.068905472636814,49.619796301789776,0.4927860696517413,0.060862354892205636,0.03582089552238806,0.1407960199004975,0.38424543946932005,0.16218905472636816,0.05290215588723052,5943,734,432,1698,4634,1956,638
Opsterland,134,29739,46.684051245838795,48.39461958806221,0.4974948720535324,0.03248259860788863,0.03305423854198191,0.1395810215541881,0.36840512458387975,0.1703487003597969,0.05830727327751437,14795,966,983,4151,10956,5066,1734
Oss,339,93196,45.60448946306708,49.966545805509185,0.4966629469075926,0.15295720846388258,0.05470191853727628,0.1486544486887849,0.35474698484913514,0.15713120734795485,0.06498132967080132,46287,14255,5098,13854,33061,14644,6056
Oude IJsselstreek,206,39337,48.31090322088619,46.98081239814274,0.49520807382362664,0.0800772809314386,0.058774182067773344,0.1548414978264738,0.38978569794341206,0.15184177746142308,0.046393980222182676,19480,3150,2312,6091,15333,5973,1825
Ouder-Amstel,102,14195,45.6289538569919,55.60703605980651,0.5105318774216273,0.2028178936245157,0.10066924973582247,0.10383938006340261,0.26361394857344134,0.1816836914406481,0.19175766114829165,7247,2879,1429,1474,3742,2579,2722
Oudewater,325,10147,45.96905489307184,51.94554935726413,0.5046811865576032,0.05794816201833054,0.035379915245885483,0.12417463289642258,0.35714989652113927,0.16329949738839067,0.07125258697151868,5121,588,359,1260,3624,1657,723
Overbetuwe,219,48211,45.247723548567755,51.95705521472393,0.5041173176246085,0.06801352388459066,0.05473854514529879,0.12453589429798179,0.32544440065545205,0.17576901536993633,0.09535168322581983,24304,3279,2639,6004,15690,8474,4597
Papendrecht,204,32180,46.115257924176504,51.47864591320349,0.5082349285270354,0.126911124922312,0.0718769422001243,0.1391858297078931,0.36410814170292105,0.15879428216283406,0.05661901802361716,16355,4084,2313,4479,11717,5110,1822
Peel en Maas,128,44218,47.37939300737256,48.98331891424246,0.48989099461757657,0.08121127142792528,0.04348907684653309,0.14552897010267313,0.36026052738703696,0.17705459315211,0.059523271066081684,21662,3591,1923,6435,15930,7829,2632
Pekela,42,12179,47.14327941538714,44.441467852810355,0.4952787585187618,0.04729452335988176,0.044338615649889154,0.1745627719845636,0.42655390426143364,0.08769192872978077,0.019213400114951967,6032,576,540,2126,5195,1068,234
Pijnacker-Nootdorp,179,56518,42.56612052797339,55.930589554116814,0.5025301673803036,0.15610955801691498,0.074578010545313,0.11573304080116069,0.2815740118192434,0.18406525354754238,0.13199334725220283,28402,8823,4215,6541,15914,10403,7460
Purmerend,15,81453,46.15653198777209,50.760633687042294,0.5114360428713491,0.20645034559807496,0.08429401004260126,0.14743471695333504,0.3755417234478779,0.15219820018906607,0.057112690754177256,41658,16816,6866,12009,30589,12397,4652
Putten,314,24570,45.18017908017908,49.17490280335584,0.5037851037851038,0.050956450956450954,0.032275132275132276,0.1481074481074481,0.3398860398860399,0.14603174603174604,0.05889295889295889,12378,1252,793,3639,8351,3588,1447
Raalte,178,38096,46.88494855102898,49.592735752619475,0.4986087778244435,0.04470285594288114,0.026800713985720287,0.12804493910121797,0.3627677446451071,0.17781394372112558,0.062657496850063,18995,1703,1021,4878,13820,6774,2387
Reimerswaal,45,22891,41.92665239613822,48.51812535290796,0.4943427547944607,0.11611550390983356,0.03826831505831987,0.14376829321567428,0.3684417456642349,0.10711633393036564,0.024900615962605392,11316,2658,876,3291,8434,2452,570
Renkum,53,31327,50.796565263191496,52.631816753103884,0.5109649822836531,0.08315510581926135,0.0761004883965908,0.11759823794171162,0.27267213585724775,0.20014683819069812,0.169278896798289,16007,2605,2384,3684,8542,6270,5303
Renswoude,226,5640,40.640957446808514,52.14373576309795,0.49840425531914895,0.06081560283687943,0.028900709219858156,0.13085106382978723,0.3601063829787234,0.1322695035460993,0.052659574468085106,2811,343,163,738,2031,746,297
Reusel-De Mierden,237,13248,45.518719806763286,50.32206814216182,0.4883756038647343,0.05314009661835749,0.04015700483091787,0.13685084541062803,0.36465881642512077,0.16560990338164253,0.05442330917874396,6470,704,532,1813,4831,2194,721
Rheden,79,43385,49.15205716261381,48.89345044337187,0.5108678114555723,0.10291575429295839,0.07115362452460527,0.1366140371096001,0.32944566094272215,0.17821827820675348,0.10273135876454996,22164,4465,3087,5927,14293,7732,4457
Rhenen,16,20233,45.38422379281372,50.212297491712015,0.5021499530470024,0.07670637078040825,0.05006672268076904,0.1401670538229625,0.3231848959620422,0.15257253002520635,0.08871645331883557,10160,1552,1013,2836,6539,3087,1795
Ridderkerk,285,47051,47.01090306263416,49.93824659264327,0.5169071858196426,0.1561497098892691,0.06713991201037173,0.14992242460309027,0.35718688231918555,0.13978448917132474,0.051476057894624984,24321,7347,3159,7054,16806,6577,2422
Rijssen-Holten,46,38204,43.15781070045021,48.3963746223565,0.5009946602450005,0.059679614700031414,0.02578264056119778,0.13153072976651659,0.3576327086168988,0.14760234530415664,0.0508323735734478,19140,2280,985,5025,13663,5639,1942
Rijswijk,243,56873,44.95194556292089,53.655131991253185,0.5177852407996765,0.2965379002338544,0.09394616074411408,0.1130940868250312,0.28280554920612594,0.17380830974276018,0.12971005573822375,29448,16865,5343,6432,16084,9885,7377
Roerdalen,265,20538,50.35928522738339,48.847615736717074,0.4985879832505599,0.09528678547083455,0.08199435193300224,0.15055019962995422,0.3733080144123089,0.1655954815464018,0.061836595578926866,10240,1957,1684,3092,7667,3401,1270
Roermond,130,59070,46.50594210259015,48.97507364604577,0.5050279329608939,0.21675977653631284,0.09073980023700694,0.1435246317927882,0.3282884713052311,0.16659895039783307,0.08283392585068562,29832,12804,5360,8478,19392,9841,4893
Roosendaal,190,77158,46.55865885585422,49.40799490364708,0.5013997252391197,0.19978485704657975,0.06924751807978434,0.14735996267399362,0.35063117239949193,0.16354752585603566,0.0630653982736722,38687,15415,5343,11370,27054,12619,4866
Rotterdam,183,653791,42.080963182423744,48.823426180170955,0.5053954551225086,0.446162458645041,0.09082260233010243,0.12864202780399242,0.30018155649129463,0.14868054164098313,0.12204817747567648,330423,291697,59379,84105,196256,97206,79794
Rozendaal,235,1756,47.663439635535305,59.621679827709976,0.5017084282460137,0.0683371298405467,0.09111617312072894,0.0928246013667426,0.19760820045558086,0.2203872437357631,0.22779043280182232,881,120,160,163,347,387,400
Rucphen,213,23161,48.14343076723803,48.417056682267294,0.4955312810327706,0.06472086697465568,0.04248521221018091,0.1718405941021545,0.3860368723284832,0.11882043089676611,0.036181512024523986,11477,1499,984,3980,8941,2752,838
Schagen,328,46768,47.904208005473826,49.34406900775827,0.5008552856654123,0.06553626411221349,0.05210827916524119,0.13731611358193638,0.3691199110502908,0.1712709544988026,0.05794560383167978,23424,3065,2437,6422,17263,8010,2710
Scherpenzeel,334,10307,43.121373823615016,51.206435643564355,0.503735325506937,0.05190647133016397,0.0284272824294169,0.13233724653148346,0.3540312409042398,0.14194236926360726,0.04375667022411953,5192,535,293,1364,3649,1463,451
