municipality,id,n,mean_age,mean_gross_income_percentile,prop_female,prop_both_parents_abroad,prop_one_parent_abroad,prop_vocational_edu,prop_higher_vocational_edu,prop_bachelor_edu,prop_master_doctorate_edu,n_female,n_both_parents_abroad,n_one_parent_abroad,n_vocational_edu,n_higher_vocational_edu,n_bachelor_edu,n_master_doctorate_edu
Alphen-Chaam,140,10417,47.81280599020831,51.97773373746794,0.49006431794182587,0.06067005855812614,0.08591725064797927,0.11394835365268312,0.3325333589325142,0.20466545070557743,0.0892771431314198,5105,632,895,1187,3464,2132,930
Altena,287,56925,44.64553359683794,50.68871829105474,0.496846728151076,0.054703557312252966,0.029266578831796224,0.15075977162933685,0.35137461572244183,0.14329380764163374,0.04992534036012297,28283,3114,1666,8582,20002,8157,2842
Ameland,307,3752,46.884328358208954,46.97669220945083,0.4954690831556503,0.047707889125799575,0.03331556503198294,0.14872068230277186,0.39498933901918976,0.14312366737739873,0.03571428571428571,1859,179,125,558,1482,537,134
Amersfoort,100,158338,42.6874660536321,54.33792053803369,0.5049830110270435,0.17776528691785926,0.08121865881847692,0.11266404779648599,0.2764907981659488,0.1995225403882833,0.14189266000581036,79958,28147,12860,17839,43779,31592,22467
Amstelveen,271,92133,44.143347117753684,55.13114216922398,0.517067717321698,0.383489086429401,0.10251484267309216,0.09990991284338945,0.2598091888899743,0.16719307956975243,0.17639716496803534,47639,35332,9445,9205,23937,15404,16252
Amsterdam,176,877227,41.2814243063654,52.710345999688414,0.5048374024055348,0.46736477559400247,0.10350456609292692,0.0989561424807946,0.2471959937393628,0.1884301326794547,0.21208307541833527,442857,409985,90797,86807,216847,165296,186045
Apeldoorn,252,165399,45.99464930259554,50.42288288693488,0.5009824726872593,0.12238888989655318,0.06489761123102317,0.13633697906275127,0.33343006910561734,0.1709260636400462,0.08254584368708397,82862,20243,10734,22550,55149,28271,13653
Arnhem,35,163565,42.72805306758781,49.601232205724784,0.4994039067037569,0.24639134289120534,0.09100357655977746,0.1259132454987314,0.3067710084675817,0.19247394002384374,0.11188824014917617,81685,40301,14885,20595,50177,31482,18301
Assen,254,68878,45.692223932169924,49.51198154170376,0.5052411510206452,0.10941084235895351,0.058335027149452656,0.1320015099160835,0.3628734864543105,0.17940416388396876,0.07042887424141235,34800,7536,4018,9092,24994,12357,4851
Asten,245,17042,46.62410515197747,48.89739413680782,0.4904940734655557,0.08531862457458045,0.032449243046590776,0.13707311348433282,0.3542424598051872,0.17445135547470955,0.06478112897547236,8359,1454,553,2336,6037,2973,1104
Baarle-Nassau,161,6920,49.739595375722544,48.45491157415514,0.4958092485549133,0.098121387283237,0.15664739884393064,0.14523121387283236,0.3588150289017341,0.16748554913294797,0.05635838150289017,3431,679,1084,1005,2483,1159,390
Baarn,306,24843,47.839029102765366,53.21076047594413,0.5156784607334058,0.10417421406432395,0.08493338163667834,0.11520347784084048,0.2832991184639536,0.1831904359376887,0.14181057038199896,12811,2588,2110,2862,7038,4551,3523
Barendrecht,151,48666,44.42103316483787,54.705098100605305,0.5076028438745737,0.18700941108782312,0.08118604364443349,0.12959766572144824,0.3196482143591008,0.17698187646406116,0.08632310031644269,24703,9101,3951,6307,15556,8613,4201
Barneveld,257,60520,41.14424983476537,50.13763459724994,0.5004130865829478,0.06397884996695308,0.029329147389292796,0.13255122273628553,0.333212161269002,0.13721083939193654,0.051652346331791145,30285,3872,1775,8022,20166,8304,3126
Beek,283,15804,49.818020754239434,50.35629079450821,0.5133510503669957,0.08073905340420147,0.07396861554036953,0.13142242470260693,0.34579853201721084,0.19640597317134903,0.08985067071627437,8113,1276,1169,2077,5465,3104,1420
Beekdaelen,343,35876,49.60302151856394,50.46352089547237,0.5021184078492585,0.07197011929981045,0.08599063440740327,0.13195450997881591,0.3492585572527595,0.19651020180622142,0.08387222655814472,18014,2582,3085,4734,12530,7050,3009
Beesel,175,13395,48.351922359089215,47.66228576502975,0.49794699514744306,0.10063456513624487,0.0744307577454274,0.16043299738708472,0.3706606942889138,0.1530421799178798,0.05024262784621127,6670,1348,997,2149,4965,2050,673
Berg en Dal,58,34895,49.05467832067632,49.12635266370699,0.5026221521707981,0.06788938243301333,0.07723169508525576,0.1370683479008454,0.33838658833643787,0.16056741653532025,0.11127668720447055,17539,2369,2695,4783,11808,5603,3883
Bergeijk,244,18856,47.367840475180316,50.4681956411556,0.487537123462028,0.06199618158676284,0.05287441663131099,0.14006151887993212,0.35840050912176497,0.1801018243529911,0.06899660585490029,9193,1169,997,2641,6758,3396,1301
Bergen (L.),103,13091,48.9902986784814,48.023663294797686,0.49644794133374076,0.07486059124589413,0.08532579634863646,0.16041555266977311,0.41012909632572,0.13711710335344893,0.04506913146436483,6499,980,1117,2100,5369,1795,590
Bergen (NH.),266,29693,53.10342504967501,49.912342386032975,0.5191122486781397,0.06910719698245378,0.07005018017714613,0.1292223756440912,0.32344323577947665,0.1933115549119321,0.12612400229010204,15414,2052,2080,3837,9604,5740,3745
Bergen op Zoom,112,67796,46.59410584695262,49.76630992523091,0.5029647766829901,0.19554250988258895,0.072629653666883,0.14590831317481856,0.34804413239719156,0.1590801817216355,0.06659684937164434,34099,13257,4924,9892,23596,10785,4515
Berkelland,194,43798,48.73763642175442,48.027727186234266,0.4989953879172565,0.04310699118681218,0.03886022192794192,0.14372802411069,0.3881912416092059,0.16877482990090872,0.055481985478788985,21855,1888,1702,6295,17002,7392,2430
Bernheze,146,31680,46.0510101010101,50.35102087899412,0.493655303030303,0.06439393939393939,0.030618686868686868,0.14081439393939393,0.3482638888888889,0.17367424242424243,0.07200126262626262,15639,2040,970,4461,11033,5502,2281
Best,74,30575,45.57946034341783,52.39473267326733,0.5019460343417825,0.131545380212592,0.059231398201144723,0.13105478331970563,0.32013082583810304,0.19133278822567457,0.10524938675388389,15347,4022,1811,4007,9788,5850,3218
Beuningen,87,26210,46.42140404425792,51.80998748087356,0.5006104540251812,0.07233880198397558,0.062113697062190006,0.13326974437237696,0.3457840518885921,0.17512399847386495,0.09000381533765739,13121,1896,1628,3493,9063,4590,2359
Beverwijk,96,42029,44.538889814175924,51.003309609583226,0.49729948368983323,0.21754026981370006,0.07530514644650123,0.14278236455780532,0.3654619429441576,0.14368650217706821,0.055985153108567894,20901,9143,3165,6001,15360,6039,2353
Bladel,27,20687,46.70508048532895,50.29696724157888,0.49219316478948133,0.06375984918064485,0.04398897858558515,0.13916952675593366,0.3649151641127278,0.17141199787306038,0.06975395175714216,10182,1319,910,2879,7549,3546,1443
Blaricum,160,12346,45.674064474323664,55.839520701829464,0.5101247367568443,0.11145310221934229,0.10254333387331929,0.10213834440304552,0.24761056212538474,0.18572817106755224,0.16256277336789243,6298,1376,1266,1261,3057,2293,2007
Bloemendaal,174,23700,48.896708860759496,56.16049178520234,0.5159493670886076,0.0819831223628692,0.11485232067510548,0.1009704641350211,0.21565400843881857,0.17464135021097046,0.24232067510548524,12228,1943,2722,2393,5111,4139,5743
Bodegraven-Reeuwijk,234,35701,44.67404274390073,52.25909027095325,0.4996778801714238,0.09915688636172657,0.04509677600067225,0.12461835802918686,0.3254530685414974,0.1665499565838492,0.08652418699756309,17839,3540,1610,4449,11619,5946,3089
Boekel,82,11019,44.80733278881931,49.76264722378014,0.4895181050912061,0.06062256103094655,0.029131500136128505,0.13848806606770125,0.3782557400853072,0.16126690262274254,0.04610218713131863,5394,668,321,1526,4168,1777,508
Borger-Odoorn,274,25656,49.04591518553165,47.878008727067986,0.4988696601184908,0.029973495478640474,0.036209853445587775,0.14051294044278143,0.4006859993763642,0.15563610851262863,0.05137199875272841,12799,769,929,3605,10280,3993,1318
Borne,263,23964,45.60227841762644,51.13328826252015,0.5018360874645301,0.06104990819562677,0.05245368052078117,0.1114588549490903,0.32202470372225006,0.1974628609581038,0.09055249540978134,12026,1463,1257,2671,7717,4732,2170
Borsele,215,22815,45.81516546131931,50.28987238664133,0.49222003068156917,0.056936226166995396,0.04185842647381109,0.12754766600920447,0.3811965811965812,0.15437212360289285,0.04891518737672584,11230,1299,955,2910,8697,3522,1116
Boxtel,99,33083,46.72448085119245,49.88347332743884,0.5020403228244114,0.12232868845026146,0.04942115285796331,0.14146238249251883,0.32509143668953844,0.17525617386573164,0.08409152737055285,16609,4047,1635,4680,10755,5798,2782
Breda,312,184236,44.167035758483685,51.77293160655036,0.507414403265377,0.1700427712282073,0.08070626804750429,0.1167035758483684,0.29438871881716927,0.22395188779608763,0.11900497188388806,93484,31328,14869,21501,54237,41260,21925
Brielle,172,17674,47.30575987326016,54.956587966488954,0.5066764739164875,0.08837840896231752,0.06908453094941722,0.12883331447323754,0.3833314473237524,0.16691184791218738,0.060484327260382484,8955,1562,1221,2277,6775,2950,1069
Bronckhorst,299,36018,49.857654506080294,48.56601285643646,0.5,0.03023488255872064,0.0331778555166861,0.13970792381586986,0.37764451107779445,0.17274695985340663,0.07168637903270587,18009,1089,1195,5032,13602,6222,2582
Brummen,11,20876,49.39241233952865,49.86033519553072,0.5036884460624641,0.0732899022801303,0.05130293159609121,0.13767005173404867,0.36443763173021654,0.16344127227438207,0.06854761448553363,10515,1530,1071,2874,7608,3412,1431
Brunssum,315,27631,49.48575874923094,46.88456026058632,0.5069306214034961,0.11610148022149036,0.12449784662154827,0.17433317650465058,0.3839889978647172,0.1357171293112808,0.04252470051753465,14007,3208,3440,4817,10610,3750,1175
Bunnik,49,15577,46.16633498106182,56.2636695018226,0.5052962701418758,0.073184823778648,0.06804904667137446,0.09469089041535597,0.23695191628683315,0.1806509597483469,0.21262117224112473,7871,1140,1060,1475,3691,2814,3312
Bunschoten,301,22304,41.93409253945481,51.553876326718964,0.5010760401721664,0.09146341463414634,0.032101865136298424,0.14638629842180775,0.35244799139167865,0.12957317073170732,0.042458751793400286,11176,2040,716,3265,7861,2890,947
Buren,61,27113,46.37365839265297,51.888663328371,0.49732600597499355,0.05407000331944086,0.04005458636078634,0.14413749861689965,0.3527459152436101,0.156013720355549,0.07380223509017814,13484,1466,1086,3908,9564,4230,2001
Capelle aan den IJssel,64,67119,45.53771659291706,51.2072045251563,0.5159045873746629,0.29632443868353225,0.08562404088261148,0.13805330830316304,0.3411999582830495,0.15488907760842682,0.08449172365500082,34627,19889,5747,9266,22901,10396,5671
Castricum,239,36234,48.30747364353922,53.255411110366545,0.5068719986752773,0.05908814925208368,0.06195838163051278,0.1088756416625269,0.3126345421427389,0.2132803444278854,0.1201357840702103,18366,2141,2245,3945,11328,7728,4353
Coevorden,242,35459,48.31901632871767,47.56801293518646,0.4995346738486703,0.05440085732818185,0.04173834569502806,0.14924278744465438,0.38850503398290986,0.14836853831185312,0.04923996728616148,17713,1929,1480,5292,13776,5261,1746
Cranendonck,57,20645,48.12308064906757,50.075979375333375,0.49455073867764593,0.09212884475659966,0.07706466456769194,0.13606200048437878,0.3468636473722451,0.1823201743763623,0.07013804795349964,10210,1902,1591,2809,7161,3764,1448
Culemborg,70,29339,44.76819250826545,52.414007848490016,0.5043798357135554,0.170626129043253,0.07028187736460002,0.12577115784450732,0.2980674187940966,0.1794539691196019,0.12410102593817103,14798,5006,2062,3690,8745,5265,3641
Dalfsen,18,29136,45.797020867655135,49.90977348462479,0.4939936847885777,0.03789126853377265,0.024951949478308623,0.12877539813289401,0.3584568918176826,0.16989291598023065,0.06476523887973641,14393,1104,727,3752,10444,4950,1887
Dantumadiel,197,18939,46.26611753524473,45.29122242338899,0.4963831247689952,0.027509372194941654,0.02185965468081736,0.1557632398753894,0.3962722424626432,0.12323776334547759,0.034795923755214106,9401,521,414,2950,7505,2334,659
De Bilt,138,43461,47.05197763512114,54.50712991642803,0.5183727939992177,0.11039782793769126,0.08161340052000644,0.10436943466556223,0.2415729044430639,0.1738800303720577,0.21071765490899888,22529,4798,3547,4536,10499,7557,9158
De Fryske Marren,335,51517,47.332492187045055,47.872498217256954,0.49575868160024844,0.04641186404487839,0.037094551313158766,0.14193373061319564,0.37183842226837743,0.16848807189859658,0.05388512529844517,25540,2391,1911,7312,19156,8680,2776
De Ronde Venen,143,44906,46.43795929274484,53.216105042360184,0.5050327350465417,0.10880505945753352,0.07077005299959917,0.12871331225226026,0.31737407028014075,0.17532178328063064,0.11548568120073041,22679,4886,3178,5780,14252,7873,5186
De Wolden,162,24475,48.0120531154239,49.64545816336683,0.4993258426966292,0.029295199182839633,0.026312563840653728,0.1304187946884576,0.37867211440245147,0.16625127681307456,0.06700715015321757,12221,717,644,3192,9268,4069,1640
Delft,26,104357,41.87535095872821,47.441593077698094,0.47174602566191054,0.30526941173088534,0.07839435782937416,0.09487624213037937,0.2929175809960041,0.21612349914236706,0.18313098306773862,49230,31857,8181,9901,30568,22554,19111
Den Helder,228,56246,47.37526224087046,49.23514607725134,0.5033602389503253,0.12729794118692886,0.08270810368737333,0.1547132240514881,0.4121359741137148,0.11506596024606194,0.03593144401379653,28312,7160,4652,8702,23181,6472,2021
Deurne,292,32574,46.665223798121204,49.5435011269722,0.49634677964020385,0.06922699085159943,0.035856818321360596,0.14526923313071774,0.358414686559833,0.15874623933198256,0.060938171547860256,16168,2255,1168,4732,11675,5171,1985
Deventer,198,101306,44.52679012101949,49.89271838729383,0.505192189998618,0.15979310208674707,0.0675873097348627,0.12658677669634572,0.32099776913509565,0.18816259648984265,0.09928335932718693,51179,16188,6847,12824,32519,19062,10058
Diemen,310,31763,41.71589585366622,53.656547927719494,0.509618109120675,0.40015111922677327,0.10124988193810408,0.0956458772785946,0.29241570380631554,0.20432578786638542,0.16336618077637502,16187,12710,3216,3038,9288,6490,5189
Dinkelland,262,26567,46.75070576278842,49.50814273469572,0.4883125682237362,0.03673730567997892,0.04509353709489216,0.12620920691082924,0.37162645387134413,0.19102646139948057,0.06395151880152068,12973,976,1198,3353,9873,5075,1699
Doesburg,241,11028,50.113710554951034,47.13553310404127,0.5143271672107363,0.13864708015959376,0.07018498367791078,0.15932172651432716,0.36942328618063114,0.15206746463547335,0.06528835690968444,5672,1529,774,1757,4074,1677,720
Doetinchem,21,58452,46.16664955861219,48.88132558041546,0.5034558270033532,0.09072401286525696,0.06037432423184835,0.14416957503592692,0.35559091220146444,0.17328748374734826,0.0620851296790529,29428,5303,3529,8427,20785,10129,3629
Dongen,293,26456,46.4807227094043,51.291655089376675,0.4990550347747203,0.0960462654974297,0.0504611430299365,0.13773813123677048,0.3528500151194436,0.1767840943453281,0.06799969761112791,13203,2541,1335,3644,9335,4677,1799
Dordrecht,51,119370,44.95160425567563,50.712389287882914,0.5039457150037698,0.23345061573259612,0.08213118874088968,0.14113261288430928,0.33296473150707884,0.1588338778587585,0.07866298064840412,60156,27867,9804,16847,39746,18960,9390
Drechterland,156,19964,46.0381687036666,49.70090726420264,0.4954918853937087,0.07333199759567222,0.04412943297936285,0.13895011019835704,0.35243438188739734,0.16634942897214988,0.06156080945702264,9892,1464,881,2774,7036,3321,1229
Drimmelen,117,27448,47.740855435733025,51.35268902735428,0.5011294083357621,0.06590644127076654,0.040767997668318276,0.13454532206353834,0.3633415913727776,0.17480326435441562,0.0676552025648499,13755,1809,1119,3693,9973,4798,1857
Dronten,267,42814,44.27568085205774,50.162477980035234,0.4978745270238707,0.12995749054047742,0.06030737609193255,0.1335077311159901,0.36934180408277667,0.16480590461064137,0.05379081608819545,21316,5564,2582,5716,15813,7056,2303
Druten,279,19156,46.17649822509919,50.44163286330565,0.49869492587178954,0.08221967007726039,0.049488410941741494,0.14287951555648362,0.35049070787220715,0.17023386928377532,0.0622259344330758,9553,1575,948,2737,6714,3261,1192
Duiven,77,24923,46.633792079605186,50.882111068111456,0.5060787224651928,0.08562372106086748,0.06804959274565663,0.13878746539341172,0.37363078281105805,0.18171969666573046,0.06419772900533643,12613,2134,1696,3459,9312,4529,1600
Echt-Susteren,186,31698,49.829011294087955,49.317545336291985,0.4995898794876648,0.089564010347656,0.08905924664016657,0.14016657202347152,0.3493911287778409,0.18285065303804657,0.07483121963530823,15836,2839,2823,4443,11075,5796,2372
Edam-Volendam,232,36433,45.92317404550819,51.205404327450395,0.4995471138802734,0.05860071912826284,0.041555732440369995,0.15241676502072296,0.3365355584223094,0.15603985397853595,0.07597507753959322,18200,2135,1514,5553,12261,5685,2768
Ede,158,119795,43.315113318585915,50.886320398771375,0.5036854626653867,0.11305146291581451,0.052882006761550984,0.12453775199298803,0.32210860219541715,0.16824575316165116,0.08863475103301473,60339,13543,6335,14919,38587,20155,10618
Eemnes,81,9431,46.1392217156187,52.525241956578604,0.5095960131481285,0.07252677340684975,0.07570777224048351,0.12109002226699184,0.3328385112925459,0.18630049835648393,0.09087053334747111,4806,684,714,1142,3139,1757,857
Eemsdelta,247,45300,48.42578366445916,46.33047856185186,0.498476821192053,0.10852097130242826,0.05437086092715232,0.1513907284768212,0.4240176600441501,0.12348785871964679,0.03666666666666667,22581,4916,2463,6858,19208,5594,1661
Eersel,181,19811,47.102165463631316,52.26084806527383,0.4946746756852254,0.05991620816717985,0.04371308868810257,0.12170006562011004,0.3375397506435818,0.18883448589167634,0.0937862803493009,9800,1187,866,2411,6687,3741,1858
Eijsden-Margraten,9,25818,48.71058951119374,52.519346356123215,0.4996901386629483,0.058757456038422806,0.07854984894259819,0.1056239832674878,0.31795646448214426,0.20570919513517702,0.12255015880393524,12901,1517,2028,2727,8209,5311,3164
Eindhoven,298,237879,42.90957587681132,51.30163490274345,0.4819887421756439,0.3185863401140916,0.08200387592011064,0.11847620008491712,0.28961783091403615,0.1970203338672182,0.140470575376557,114655,75785,19507,28183,68894,46867,33415
Elburg,48,23700,44.06936708860759,48.72144891707422,0.49755274261603377,0.04059071729957806,0.028143459915611815,0.1480168776371308,0.3577637130801688,0.13784810126582278,0.044261603375527425,11792,962,667,3508,8479,3267,1049
Emmen,20,107668,47.483421257941075,46.31802019788933,0.5011238250919493,0.078639893004421,0.05098079280751941,0.16744993870044952,0.40446557937363004,0.12559906378868374,0.033473269680870825,53955,8467,5489,18029,43548,13523,3604
Enkhuizen,125,18594,46.31149833279552,48.98824533753612,0.4971496181563945,0.11573625900828224,0.05738410239862321,0.15246853823814133,0.35522211466064324,0.14757448639346027,0.05733032160912122,9244,2152,1067,2835,6605,2744,1066
Enschede,44,160331,43.475466378928594,45.19069336674735,0.4878220680966251,0.22762909231527279,0.08666446289239137,0.13112872744509796,0.3506558307501357,0.1671105400702297,0.08609688706488453,78213,36496,13895,21024,56221,26793,13804
Epe,259,33222,48.3575943651797,48.559370055561686,0.5007525133947385,0.07648546144121365,0.0420805490337728,0.14463307446872553,0.3576846667870688,0.15098428752031787,0.06540846427066402,16636,2541,1398,4805,11883,5016,2173
Ermelo,43,27212,46.96277377627517,49.96237614507385,0.5020946641187711,0.06706600029398795,0.04927972953108922,0.13681464059973542,0.3320961340585036,0.16764662648831397,0.07911950610024988,13663,1825,1341,3723,9037,4562,2153
Etten-Leur,97,44108,45.77462138387594,50.62450126440011,0.5068241588827423,0.13476013421601524,0.06574771016595629,0.14258184456334452,0.33862337897887007,0.1772921012061304,0.06706266436927541,22355,5944,2900,6289,14936,7820,2958
Geertruidenberg,113,21920,46.262408759124085,50.90179171332587,0.502235401459854,0.07007299270072993,0.042746350364963506,0.1489963503649635,0.375,0.1552463503649635,0.05018248175182482,11009,1536,937,3266,8220,3403,1100
Geldrop-Mierlo,142,40081,46.59097826900526,51.11859501614574,0.5020084329233303,0.12142910606022804,0.06920985005364137,0.137546468401487,0.32716249594570995,0.17769017739078366,0.09024225942466506,20121,4867,2774,5513,13113,7122,3617
Gemert-Bakel,185,31013,45.563086447618744,49.817258083572916,0.4925998774707381,0.07870892851384903,0.037951826653338926,0.1367813497565537,0.3564311740237965,0.15941701866959018,0.05658917228259117,15277,2441,1177,4242,11054,4944,1755
Gennep,240,17217,48.651158738456175,49.066503878195924,0.4897485043852007,0.08212812917465295,0.067839925654876,0.14061683220073184,0.373468083870593,0.16048092002090958,0.059824591973049894,8432,1414,1168,2421,6430,2763,1030
Gilze en Rijen,277,26486,46.13305142339349,50.11484842814371,0.4991316167031639,0.1241788114475572,0.05772861134184097,0.1336932719172393,0.3464849354375897,0.17190213697802612,0.06762062976666919,13220,3289,1529,3541,9177,4553,1791
Goeree-Overflakkee,132,50993,46.38258192300904,50.987265350019555,0.5067166081619046,0.04326083972309925,0.033357519659561116,0.14043103955444866,0.3736787402192458,0.14364716725825113,0.04926166336555998,25839,2206,1701,7161,19055,7325,2512
Goes,165,38909,47.47269269320723,49.90806365548197,0.5093166105528284,0.11182502762856923,0.06309594181294816,0.13564984964918142,0.3571924233467835,0.17432984656506206,0.06605155619522475,19817,4351,2455,5278,13898,6783,2570
Goirle,88,23954,46.79051515404525,51.84443873619317,0.5042999081573015,0.06516656925774401,0.05564832595808633,0.12724388411121315,0.30930116055773565,0.19541621441095433,0.09802120731401853,12080,1561,1333,3048,7409,4681,2348
Gooise Meren,29,58748,45.40289031115953,55.92333796082061,0.5154388234493089,0.1182508340709471,0.10468441478858855,0.10592701028120106,0.2351399196568394,0.17522298631442773,0.20584530537209778,30281,6947,6150,6223,13814,10294,12093
Gorinchem,233,37575,44.528649367930804,51.09715592680986,0.5032601463739188,0.19944111776447107,0.07161676646706587,0.14011976047904193,0.3337059214903526,0.16303393213572853,0.07834996673320027,18910,7494,2691,5265,12539,6126,2944
Gouda,56,73980,44.711719383617194,51.60517941032851,0.5081373344147067,0.2026088131927548,0.07065423087320898,0.12589889159232226,0.2990132468234658,0.17091105704244391,0.11782914301162477,37592,14989,5227,9314,22121,12644,8717
Groningen,229,234048,41.08872538966366,46.630681374107056,0.5023499453103637,0.18601312551271534,0.07263894585726005,0.0861789034727919,0.33015022559474977,0.23563969783975935,0.16221458846048672,117574,43536,17001,20170,77271,55151,37966
Gulpen-Wittem,322,14155,51.91458245019076,49.50799899489069,0.4974214058636524,0.0639350052984811,0.08089014482515013,0.13203814906393502,0.34864005651713176,0.19371246909219358,0.09692688096079125,7041,905,1145,1869,4935,2742,1372
Haaksbergen,33,24224,48.064770475561424,48.475926017751775,0.4998761558784676,0.06951783355350066,0.05552344782034346,0.13697159841479525,0.36476221928665786,0.1794914134742404,0.0603946499339498,12109,1684,1345,3318,8836,4348,1463
Haarlem,84,162561,43.60576029921076,54.436831778011246,0.5087259551799017,0.2247710090366078,0.09659758490658892,0.10982954091079657,0.25922576755802434,0.19528669238009116,0.15878962358745333,82699,36539,15703,17854,42140,31746,25813
Haarlemmermeer,122,159098,43.90756640561163,53.842795239740006,0.5024764610491647,0.2206627361751876,0.085337339250022,0.13662648179109732,0.32642773636375066,0.16940502080478698,0.08827892242517191,79943,35107,13577,21737,51934,26952,14045
Halderberge,199,30736,47.75071577303488,49.75634133715605,0.5025702758979698,0.12203930244664238,0.04795679333680375,0.14826262363352422,0.3627017178552837,0.15597345132743362,0.05592790213430505,15447,3751,1474,4557,11148,4794,1719
Hardenberg,22,61729,44.338333684329896,48.27784088604,0.49187577961735973,0.043253576114954076,0.03171928915096632,0.1432713959403198,0.40055727453870954,0.13261190040337606,0.03842602342497044,30363,2670,1958,8844,24726,8186,2372
Harderwijk,108,48789,44.07263932443789,50.32088898055999,0.5051343540552173,0.13812539711820288,0.058640267273360795,0.13714156879624506,0.3264670315030027,0.1691569821066224,0.06776117567484474,24645,6739,2861,6691,15928,8253,3306
Hardinxveld-Giessendam,246,18502,42.61625770187007,50.05622068192957,0.5019457355961517,0.05394011458220733,0.029726516052318668,0.14057939682196519,0.35374554102259215,0.1430115663171549,0.04107664036320398,9287,998,550,2601,6545,2646,760
Harlingen,303,15879,48.39555387618868,45.19359545384734,0.4989608917438126,0.07330436425467599,0.057560299766987844,0.16468291454121797,0.3728194470684552,0.14635682347754897,0.04250897411675798,7923,1164,914,2615,5920,2324,675
Hattem,238,12294,45.871238002277536,50.624746655857315,0.5049617699690906,0.044737270213112086,0.03831137140068326,0.12550837807060355,0.32178298356922075,0.16943224337074997,0.09972344232959167,6208,550,471,1543,3956,2083,1226
Heemskerk,203,39155,47.17438385902184,51.34848202065447,0.5114544758013025,0.1492785084918912,0.0641042012514366,0.13400587409015452,0.3659558166262291,0.1624824415783425,0.06290384369812284,20026,5845,2510,5247,14329,6362,2463
Heemstede,281,27534,48.401394639354976,57.00332615009838,0.5254231132418101,0.102963608629331,0.10899251834096027,0.09533667465678797,0.21210140190310162,0.18816735672259752,0.22336020919590324,14467,2835,3001,2625,5840,5181,6150
Heerde,41,18965,47.408858423411544,49.22749462995509,0.5054046928552597,0.03791194305299236,0.029369891906142895,0.13398365409965726,0.35860796203532824,0.15565515423147905,0.0614816767730029,9585,719,557,2541,6801,2952,1166
Heerenveen,98,51051,46.55977355977356,48.474581996284414,0.5013222072045601,0.07995925642984467,0.04781493016787135,0.14066325831031715,0.35364635364635366,0.17780258956729544,0.07134042428160076,25593,4082,2441,7181,18054,9077,3642
